dept,course,instructor,abbrev_instructor,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,num_invited,num_responded
GGR,GGR308H1,April Dalton,Dalton A,Fall,2016,3.8,4,4.4,3.3,3.2,3.5,4.4,2.9,50,28
GGR,GGR320H1,Rachel Silvey,Silvey R,Fall,2016,4.4,4.4,4.6,4.2,4.1,3.9,4.4,2.9,58,16
GGR,GGR326H1,Jun Zhang,Zhang J,Fall,2016,3.6,3.8,3.8,3.8,3.9,3.3,3.7,3.2,50,35
GGR,GGR327H1,Deborah Leslie,Leslie D,Fall,2016,4.3,4.3,4.3,4.1,4.3,4.3,4.2,3.1,51,17
GGR,GGR328H1,Deborah Leslie,Leslie D,Fall,2016,4,4.2,4.1,4.1,4.2,4,4.2,3.2,55,19
GGR,GGR334H1,Romila Verma,Verma R,Fall,2016,4.2,4.4,4.3,4.2,4,4.1,4.5,3.1,87,39
GGR,GGR338H1,James Nugent,Nugent J,Fall,2016,3.8,3.6,3.8,3.5,3.4,3.6,4.2,3.9,49,27
GGR,GGR347H1,Leslie Harvey,Harvey L,Fall,2016,4.3,4.4,4,4.1,4.1,4,4.4,3.7,28,17
GGR,GGR373H1,Donald Boyes,Boyes D,Fall,2016,4.6,4.7,4.8,4.8,4.7,4.7,5,3.2,38,19
GGR,GGR381H1,Bryan Dale,Dale B,Fall,2016,4.4,4.3,4.3,3.9,4,4.3,4.4,3.5,19,12
GGR,GGR382H1,Deborah Cowen,Cowen D,Fall,2016,4.9,4.9,4.9,4.7,4.7,4.7,4.9,2.9,20,17
GGR,GGR390H1,Jing Chen,Chen J,Fall,2016,4.2,4.4,4.5,4,4.1,4.1,4.6,3.5,22,14
GGR,GGR390H1,Joseph Desloges,Desloges J,Fall,2016,4.2,4.4,4.8,4,4.1,4.1,4.9,3.5,22,14
GGR,GGR416H1,Jennifer Taylor,Taylor J,Fall,2016,4.1,4.5,4.5,4.2,4.3,4.2,4.1,3,26,15
GGR,GGR430H1,Jun Zhang,Zhang J,Fall,2016,4,4.2,4.5,4.2,4.4,3.8,4.5,3.5,25,13
GGR,GGR458H1,Jason Hackworth,Hackworth J,Fall,2016,4.6,4.7,4.6,4.6,4.7,4.3,4.4,3.3,15,7
GGR,GGR472H1,Michael Widener,Widener M,Fall,2016,4.3,4.4,4.6,4.5,4.4,4.4,4.6,3.9,19,14
JEG,JEG100H1,Sarah Finkelstein,Finkelstein S,Fall,2016,4.3,4.4,4.3,4.1,4.2,4,4.3,3.1,119,68
JGI,JGI346H1,Paul Hess,Hess P,Fall,2016,4,4.3,4,3.7,3.9,3.6,4.3,3.4,53,20
JUG,JUG320H1,Emily Gilbert,Gilbert E,Fall,2016,4.4,4.4,4.6,4.3,4.5,4.2,4.7,3.1,55,32
GGR,GGR217H1,Prasad Khanolkar,Khanolkar P,Summer,2016,3.8,3.9,3.9,3.9,3.9,3.2,3.7,3,48,15
GGR,GGR321H1,Nicole Latulippe,Latulippe N,Summer,2016,4.1,4.6,4.4,4.3,4.3,4.1,4.3,3.4,56,18
GGR,GGR360H1,Matthew Farish,Farish M,Summer,2016,4.1,4.5,4.7,4.5,4.5,4.3,4.5,3.1,54,14
GGR,GGR305H1,Nina Hewitt,Hewitt N,Winter,2016,4.1,4,4.4,4,3.9,3.9,4.5,3.3,66,50
GGR,GGR433H1,Pamela Kaufman,Kaufman P,Winter,2016,4.6,4.8,5,4.7,4.7,4.8,4.8,3,27,12
GGR,GGR101H1,Peter Bikoulis,Bikoulis P,Winter,2016,3.2,3.5,3.5,3.1,3.2,3,3.8,2.9,230,91
GGR,GGR328H1,Lia Frederiksen,Frederiksen L,Summer,2015,4,4.3,4.5,4.3,4.4,3.8,4.5,2.8,33,8
GGR,GGR252H1,Stephen Swales,Swales S,Summer,2015,3.8,3.8,3.6,3.9,3.8,3.5,3.4,3.2,76,15
GGR,GGR205H1,Jason Shabaga,Shabaga J,Summer,2015,3.8,4.3,4.2,3.9,3.7,3.7,4.4,3.2,56,27
GGR,GGR100H1,Nina Hewitt,Hewitt N,Summer,2015,4.2,4.3,4.5,4,4,4.1,4.7,3.4,74,40
GGR,GGR314H1,Anastasia Hervas,Hervas A,Summer,2015,3.9,4.5,3.7,3.8,3.7,3.3,3.4,3.1,58,13
GGR,GGR329H1,Lauren Kepkiewicz,Kepkiewicz L,Summer,2015,3.7,4.1,3.7,3.3,3.5,3.3,3.8,3.3,83,30
GGR,GGR272H1,Donald Boyes,Boyes D,Summer,2015,3.8,4.3,4.2,4.3,4.3,4,4.2,3.8,91,24
GGR,GGR112H1,Lia Frederiksen,Frederiksen L,Summer,2015,3.5,3.6,3.9,3.3,3.3,3.3,4.1,2.8,98,24
GGR,GGR241H1,Tamir Arviv,Arviv T,Summer,2015,4.6,4.5,4.6,4.5,4.5,4.9,4.5,3.3,43,15
GGR,GGR246H1,Matthew Siemiatycki,Siemiatycki M,Summer,2015,3.5,3.9,3.8,3.8,3.9,3.5,3.9,3.2,70,15
GGR,GGR413H1,Jingxian Liu,Liu J,Winter,2016,4.5,4.3,4.3,4.3,4,4.3,4.5,3.5,21,11
GGR,GGR339H1,James Nugent,Nugent J,Winter,2016,3.9,3.9,4.1,3.9,3.9,3.7,4.5,3.3,73,34
GGR,GGR124H1,Deborah Cowen,Cowen D,Winter,2016,3.9,4.1,4.4,3.8,3.9,3.7,4.6,3.4,320,92
GGR,GGR124H1,Deborah Cowen,Cowen D,Winter,2016,3.7,3.9,4.3,3.7,3.6,3.6,4.4,3.4,321,92
JGI,JGI216H1,David Roberts,Roberts D,Winter,2016,4.2,4.3,4.6,4,4,4.1,4.5,3.2,175,62
GGR,GGR424H1,Matthew Siemiatycki,Siemiatycki M,Winter,2016,4.2,4.4,4.1,4.1,4.2,4.1,4.3,3,28,10
GGR,GGR321H1,Nicole Latulippe,Latulippe N,Summer,2015,3.8,4,3.9,3.8,3.8,3.4,4.1,3.3,58,19
GGR,GGR405H1,C.Tattersall Smith,Smith C,Winter,2016,4.1,3.9,4.1,3.8,3.9,3.9,4.1,3.9,28,10
GGR,GGR400H1,Michael Widener,Widener M,Winter,2016,4.5,4.7,4,4,4.2,4,4.8,4.2,23,10
GGR,GGR321H1,Deborah McGregor,McGregor D,Summer,2014,3.2,3.6,3,3.2,3.2,2.8,3.4,4,53,21
GGR,GGR305H1,Nina Hewitt,Hewitt N,Summer,2014,4.1,4.2,4.2,4,3.8,3.9,4.3,3.5,52,30
JUG,JUG320H1,Ryan Hackett,Hackett R,Summer,2014,3.8,4.1,4.4,4,4.1,3.7,4.3,3.7,43,19
GGR,GGR343H1,Jessica Wilczak,Wilczak J,Summer,2014,4,4.1,4.5,3.9,4.2,4.1,4.6,3.3,34,11
GGR,GGR272H1,Donald Boyes,Boyes D,Summer,2014,3.7,4,3.9,3.7,3.8,3.3,3.9,3.7,67,25
GGR,GGR112H1,Lia Frederiksen,Frederiksen L,Summer,2014,3.3,3.6,3.7,3.3,3.3,3.1,3.7,3.1,101,30
GGR,GGR327H1,David Seitz,Seitz D,Summer,2014,4.1,4,4.4,3.8,3.9,3.6,4.5,3.2,53,20
GGR,GGR246H1,Matthew Siemiatycki,Siemiatycki M,Summer,2014,3.5,3.7,4.1,3.8,3.5,3.6,4.1,3.1,63,19
GGR,GGR254H1,Dean Bond,Bond D,Summer,2014,3.8,3.9,3.9,3.8,4,3.5,3.4,2.8,31,16
GGR,GGR329H1,Charles Levkoe,Levkoe C,Summer,2014,4.4,4.3,4.6,4.2,4.2,4.4,4.8,3,74,26
GGR,GGR206H1,Rong Wang,Wang R,Summer,2014,2.9,3.1,2.7,3.4,3.2,2.4,3.1,3.2,53,21
GGR,GGR205H1,Jason Shabaga,Shabaga J,Summer,2014,3.4,3.5,3.2,3.5,3.4,2.8,3.2,3.6,56,19
GGR,GGR252H1,Stephen Swales,Swales S,Summer,2014,3.7,3.9,3.6,3.7,3.8,3.1,3.7,3.1,79,22
GGR,GGR221H1,Pengfei Li,Li P,Summer,2014,3.7,3.7,3.6,3.7,3.6,3.6,3.3,2.9,39,11
JGI,JGI216H1,Tamir Arviv,Arviv T,Summer,2014,4.1,4.4,4.3,4.1,4.1,4,4.3,2.8,44,21
JGI,JGI346H1,Julia Markovich,Markovich J,Summer,2014,4.2,4.3,4.6,4.3,4.5,3.9,4.3,3.4,37,10
GGR,GGR101H1,Anthony Davis,Davis A,Winter,2014,3.3,3.6,3.8,3.3,3.4,3.1,3.9,2.9,250,98
GGR,GGR112H1,Rachel Silvey,Silvey R,Winter,2014,3.7,3.8,4,3.3,3.5,3.4,4.3,2.9,159,46
GGR,GGR124H1,Damian Dupuy,Dupuy D,Winter,2014,3.4,3.6,3.7,3.4,3.4,3.2,3.8,2.9,304,88
GGR,GGR201H1,Joseph Desloges,Desloges J,Winter,2014,3.9,4.1,4.2,3.9,3.8,3.6,4.4,3.6,78,46
GGR,GGR221H1,Deborah Leslie,Leslie D,Winter,2014,3.7,3.9,3.9,3.5,3.6,3.4,3.8,3.1,169,54
GGR,GGR225H1,Marcel Fortin,Fortin M,Winter,2014,2.5,2.6,2.7,2.9,3,2.4,3.1,3.4,101,41
GGR,GGR241H1,Robert Lewis,Lewis R,Winter,2014,4.1,4.3,4.5,3.9,3.9,3.9,4.5,3,161,61
GGR,GGR252H1,Stephen Swales,Swales S,Winter,2014,2.7,3,3.1,3.1,3.3,2.5,2.9,2.2,79,19
GGR,GGR252H1,Stephen Swales,Swales S,Winter,2014,2.7,2.9,2.5,3.2,3.2,2.5,2.8,2.7,321,100
GGR,GGR271H1,Matthew Siemiatycki,Siemiatycki M,Winter,2014,2.9,3.7,3.9,3.7,3.8,3.2,3.8,3.1,190,72
GGR,GGR271H1,Lindsay Stephens,Stephens L,Winter,2014,2.9,3.7,3.3,3.7,3.8,3.2,3.3,3.1,190,72
GGR,GGR273H1,Donald Boyes,Boyes D,Winter,2014,4.4,4.6,4.8,4.7,4.7,4.5,4.7,3.5,77,46
GGR,GGR273H1,Donald Boyes,Boyes D,Winter,2014,4.6,4.6,4.6,4.9,4.8,4.4,4.9,3.5,27,10
GGR,GGR300H1,Jun Zhang,Zhang J,Winter,2014,3.4,3.2,2.9,3.2,3.4,2.7,3.8,3.3,43,17
GGR,GGR305H1,Nina Hewitt,Hewitt N,Winter,2014,4.1,4,4.3,3.8,3.8,3.9,4.7,3.1,61,46
GGR,GGR314H1,David Richardson,Richardson D,Winter,2014,3.6,3.8,3.4,3.5,3.5,3.3,3.2,3.3,184,59
GGR,GGR328H1,Deborah Leslie,Leslie D,Winter,2014,4.1,4.3,4.5,4.2,4.4,4.1,4.3,3,56,26
GGR,GGR336H1,Robert Lewis,Lewis R,Winter,2014,3.8,3.8,4,3.6,3.5,3.5,4.1,3.2,133,40
GGR,GGR337H1,Jing Chen,Chen J,Winter,2014,3.2,3.7,3.3,3.5,3.8,3.1,3.8,3.4,40,14
GGR,GGR339H1,Steven Chuang,Chuang S,Winter,2014,3.4,3.6,4.3,3.4,3.9,3.4,4.2,3.4,53,16
GGR,GGR340H1,Sarah Wakefield,Wakefield S,Winter,2014,3.5,3.6,4.1,3.6,3.8,3.5,4.3,2.9,42,18
GGR,GGR341H1,Luisa Sotomayor,Sotomayor L,Winter,2014,3.8,4.2,3.8,3.7,3.8,3.6,4,3.1,54,25
GGR,GGR357H1,J Hulchanski,Hulchanski J,Winter,2014,4,4.1,4.3,4,3.8,3.7,4.3,3.2,56,30
GGR,GGR360H1,Dylan Clark,Clark D,Winter,2014,3.5,3.7,3.2,3.2,3.3,2.9,4.2,3.9,56,25
GGR,GGR403H1,Sharon Cowling,Cowling S,Winter,2014,4,4.1,4.4,4.1,4.2,4.1,4.7,2.9,27,18
GGR,GGR405H1,C.Tattersall Smith,Smith C,Winter,2014,4.5,4.4,4.6,4.7,4.5,4.4,4.6,3.3,22,8
GGR,GGR413H1,Jingxian Liu,Liu J,Winter,2014,4,4.5,4.6,4.6,4.6,4.1,4.8,3.3,24,11
GGR,GGR421H1,Matthew Farish,Farish M,Winter,2014,4,4.1,4.7,4.2,4.1,3.9,4.3,3.6,26,10
GGR,GGR424H1,Matthew Siemiatycki,Siemiatycki M,Winter,2014,4.3,4.2,4.6,4,3.8,4.3,4.4,3.1,27,9
GGR,GGR431H1,Richard DiFrancesco,DiFrancesco R,Winter,2014,3.3,3,2.8,2.5,2.8,2.5,3.5,3.3,18,5
GGR,GGR433H1,Pamela Kaufman,Kaufman P,Winter,2014,3.8,4,4.6,4.2,4.3,4,4.3,3.2,24,11
GGR,GGR434H1,Blake Poland,Poland B,Winter,2014,4.1,4.1,4.1,4.1,4.2,3.9,4.6,3.4,27,15
GGR,GGR462H1,Donald Boyes,Boyes D,Winter,2014,4.5,4.5,4.8,4.8,4.8,4.8,4.8,4.3,27,18
JGE,JGE321H1,Christian Abizaid,Abizaid C,Winter,2014,4,3.9,3.9,4.1,4.1,3.6,4.4,3.3,69,24
JGE,JGE331H1,Scott Prudham,Prudham S,Winter,2014,3.3,3.3,3.2,3.2,3.2,2.9,3.3,3.3,92,37
JGI,JGI216H1,David Roberts,Roberts D,Winter,2014,4,4.1,4.3,4,4,3.9,4.3,3.2,177,83
JGI,JGI346H1,Julia Markovich,Markovich J,Winter,2014,4.4,4.6,4.4,4.4,4.6,4.2,4.2,3.4,62,26
GGR,GGR100H1,Sarah Finkelstein,Finkelstein S,Fall,2013,3.9,4.2,4,4,3.9,3.7,4,3.2,169,83
GGR,GGR107H1,Sarah Wakefield,Wakefield S,Fall,2013,3.6,3.7,4.2,3.7,3.7,3.4,4.3,3.1,338,135
GGR,GGR124H1,Silvia D'Addario,D'Addario S,Fall,2013,3.5,3.7,3.8,3.4,3.4,3.3,3.8,3,334,125
GGR,GGR124H1,Silvia D'Addario,D'Addario S,Fall,2013,3,3.4,3.5,2.9,3,3,3.8,2.9,86,42
GGR,GGR124H1,Silvia D'Addario,D'Addario S,Fall,2013,3.9,3.9,3.8,3.7,3.6,3.4,3.9,2.9,90,31
GGR,GGR203H1,Leslie Harvey,Harvey L,Fall,2013,3.4,3.4,2.9,2.9,3,2.7,3.6,4,24,7
GGR,GGR205H1,C.Tattersall Smith,Smith C,Fall,2013,3.7,4.3,4,4.2,4.2,3.6,4.3,3.3,63,23
GGR,GGR206H1,Romila Verma,Verma R,Fall,2013,3.8,4.2,4.2,4.2,4.3,3.8,4.5,2.8,68,32
GGR,GGR240H1,Matthew Farish,Farish M,Fall,2013,4,4.2,4.5,3.8,3.8,3.9,4.6,3.2,112,51
GGR,GGR246H1,John Catungal,Catungal J,Fall,2013,3.4,3.5,3.3,3.7,3.7,3.2,3.4,3.2,159,66
GGR,GGR254H1,Patrick Vitale,Vitale P,Fall,2013,4.2,4.2,4.3,3.8,3.8,3.8,4.3,3.2,120,41
GGR,GGR270H1,Damian Dupuy,Dupuy D,Fall,2013,3.4,3.7,3.9,3.4,3.4,3.1,3.9,3.1,212,82
GGR,GGR272H1,Donald Boyes,Boyes D,Fall,2013,4.1,4.5,4.7,4.3,4.4,4,4.7,3.7,170,58
GGR,GGR303H1,Sharon Cowling,Cowling S,Fall,2013,3.9,4.1,4.5,4.1,4.2,4,4.7,2.7,45,19
GGR,GGR308H1,Kailey Stewart,Stewart K,Fall,2013,3.7,4.2,3.7,4,3.5,3.4,4,3,34,14
GGR,GGR320H1,Rachel Silvey,Silvey R,Fall,2013,4.2,4.2,4.3,3.8,4,3.8,4.5,3.3,57,30
GGR,GGR321H1,Deborah McGregor,McGregor D,Fall,2013,2.9,3.5,2.7,2.9,3.3,2.6,3.2,3.4,51,20
GGR,GGR327H1,Deborah Leslie,Leslie D,Fall,2013,3.8,4.1,4.3,4,4.1,3.9,4.5,3.1,60,22
GGR,GGR329H1,Charles Levkoe,Levkoe C,Fall,2013,3.8,3.6,3.7,3.4,3.4,3.4,4.2,3,57,27
GGR,GGR334H1,Romila Verma,Verma R,Fall,2013,4.2,4.4,4.4,4.2,4.2,4.1,4.6,3,89,34
GGR,GGR343H1,Alana Boland,Boland A,Fall,2013,4.4,4.5,4.8,4.1,4,4.3,4.7,3.7,55,28
GGR,GGR348H1,Leslie Harvey,Harvey L,Fall,2013,4.2,4,3.7,4.2,3.3,3,4,4.2,23,6
GGR,GGR361H1,Julia Markovich,Markovich J,Fall,2013,4.3,4.3,4.2,4.4,4.4,4,4.1,3.3,75,27
GGR,GGR373H1,Kristian Larsen,Larsen K,Fall,2013,4,4.2,3.7,4.4,4.3,3.7,4.1,3.7,37,20
GGR,GGR374H1,Richard DiFrancesco,DiFrancesco R,Fall,2013,4.2,4.2,4.3,4.3,4.2,4.1,4.2,3.8,49,23
GGR,GGR381H1,Scott Prudham,Prudham S,Fall,2013,4.9,4.6,4.8,4.6,4.6,5,4.7,2.7,18,11
GGR,GGR382H1,Robert Lewis,Lewis R,Fall,2013,4.3,4.5,4.8,4.1,4,4.5,5,2.6,20,8
GGR,GGR390H1,Joseph Desloges,Desloges J,Fall,2013,4.7,4.8,4.6,4.9,4.6,4.4,4.8,3.8,17,14
GGR,GGR390H1,Sarah Finkelstein,Finkelstein S,Fall,2013,4.7,4.8,4.6,4.9,4.6,4.4,4.8,3.8,17,14
GGR,GGR400H1,Jun Zhang,Zhang J,Fall,2013,3.9,3.6,4.3,3.7,3.9,3.7,4.1,3.1,17,7
GGR,GGR416H1,Marco Belmont,Belmont M,Fall,2013,3.2,3.7,3.3,3.6,3.7,3.1,3.1,2.9,27,14
GGR,GGR438H1,Jessica Wilczak,Wilczak J,Fall,2013,4.1,4.3,4.3,3.8,3.8,3.9,4.3,4,26,15
GGR,GGR473H1,Byron Moldofsky,Moldofsky B,Fall,2013,4.1,4.2,4.2,4.6,4.2,3.9,3.9,4.3,20,9
GGR,GGR482H1,Robert Lewis,Lewis R,Fall,2013,4.7,4.6,4.4,4.1,4.1,4.3,4.9,3.4,23,10
JGI,JGI454H1,Paul Bedford,Bedford P,Fall,2013,3.9,4,4,4.1,4.1,4,4.4,3.9,16,7
GGR,GGR100H1,Nina Hewitt,Hewitt N,Fall,2015,4,4.3,4.3,4.1,3.9,3.9,4.5,3.3,165,118
GGR,GGR107H1,Nicole Simms,Simms N,Fall,2015,3.3,3.5,3.6,3.2,3.4,3,3.7,3.9,310,172
GGR,GGR112H1,Tamir Arviv,Arviv T,Fall,2015,3.5,3.7,3.1,3.6,3.8,3.2,3.1,3.2,165,57
GGR,GGR124H1,Damian Dupuy,Dupuy D,Fall,2015,3.1,3.3,3.3,2.6,2.8,2.8,3.9,3,42,8
GGR,GGR124H1,Damian Dupuy,Dupuy D,Fall,2015,3.6,3.9,3.7,3.4,3.4,3.3,3.7,3.3,122,39
GGR,GGR203H1,Leslie Harvey,Harvey L,Fall,2015,2.8,3.1,2.4,2.8,2.5,2.1,3.5,3.9,20,11
GGR,GGR205H1,C.Tattersall Smith,Smith C,Fall,2015,3.5,4.1,3.7,3.7,4,3.4,3.9,3.3,46,24
GGR,GGR206H1,Jing Chen,Chen J,Fall,2015,3.1,3.5,3,3.6,3.6,2.6,3.1,2.7,56,23
GGR,GGR217H1,Katharine Rankin,Rankin K,Fall,2015,3.7,4,3.6,3.4,3.4,3.1,3.7,3.3,77,32
GGR,GGR221H1,Deborah Leslie,Leslie D,Fall,2015,3.8,3.9,3.9,3.7,3.5,3.5,3.7,2.9,106,29
GGR,GGR240H1,Matthew Farish,Farish M,Fall,2015,3.8,3.7,4,3.6,3.6,3.3,4.2,3,74,28
GGR,GGR241H1,Robert Lewis,Lewis R,Fall,2015,3.9,4,4,3.5,3.4,3.5,4.2,3,101,35
GGR,GGR246H1,Micah Hewer,Hewer M,Fall,2015,2.7,3,2.4,3.1,3.1,2.5,2.4,3.2,90,43
GGR,GGR270H1,Michael Widener,Widener M,Fall,2015,4,4.4,4.7,4.3,4.3,4.3,4.7,3.1,177,88
GGR,GGR272H1,Donald Boyes,Boyes D,Fall,2015,4.3,4.5,4.6,4.5,4.5,4.3,4.7,3.5,156,76
GGR,GGR300H1,Michael Widener,Widener M,Fall,2015,3.6,4,4.6,3.4,3.7,4,4.6,4,35,19
GGR,GGR320H1,Rachel Silvey,Silvey R,Fall,2015,4.4,4.3,4.4,4.2,4.3,4,4.8,3.2,57,28
GGR,GGR326H1,Jun Zhang,Zhang J,Fall,2015,3.8,3.9,3.9,4,4.1,3.8,4,3.2,54,43
GGR,GGR327H1,David Seitz,Seitz D,Fall,2015,4.5,4.5,4.9,4.4,4.7,4.4,5,3.2,55,24
GGR,GGR334H1,Romila Verma,Verma R,Fall,2015,3.6,3.8,4,3.8,3.6,3.5,4.3,2.8,85,33
GGR,GGR338H1,Jeffrey Squire,Squire J,Fall,2015,4,4,3.6,3.6,3.5,3.5,4.2,3.3,79,35
GGR,GGR348H1,Leslie Harvey,Harvey L,Fall,2015,4,4.1,3.5,3.4,3.6,3.1,4.3,3.5,23,13
GGR,GGR360H1,Dylan Clark,Clark D,Fall,2015,4.3,4.6,4,3.4,3.5,3.6,4.5,3.9,48,19
GGR,GGR373H1,Kristian Larsen,Larsen K,Fall,2015,4.1,4.2,3.9,4.1,4.2,3.7,3.8,3.4,36,17
GGR,GGR382H1,Deborah Cowen,Cowen D,Fall,2015,4.9,4.9,4.9,4.9,4.8,4.9,5,2.9,20,18
GGR,GGR390H1,Jing Chen,Chen J,Fall,2015,3.9,3.9,3.4,3.9,3.6,3.3,3.7,4,30,15
GGR,GGR416H1,Jennifer Taylor,Taylor J,Fall,2015,4.2,4.3,4.6,4.2,4.3,4.3,4.3,3.4,26,13
GGR,GGR430H1,Jun Zhang,Zhang J,Fall,2015,4.2,4.2,4.4,4.2,4.2,3.9,4.5,3.7,18,17
GGR,GGR457H1,Tamir Arviv,Arviv T,Fall,2015,4.2,4.3,4.2,4.2,4.4,4.1,4.4,3.3,27,12
GGR,GGR458H1,Jason Hackworth,Hackworth J,Fall,2015,4.2,4.5,4.2,4.3,4.4,4,3.8,3.6,22,10
JGI,JGI346H1,Wendy Burton,Burton W,Fall,2015,3.6,4,3.8,4.1,3.9,3.6,3.9,3.2,93,39
JGI,JGI454H1,Beate Bowron,Bowron B,Fall,2015,4.1,4.3,4.4,4.4,4.6,4.3,4.1,2.9,17,7
JGI,JGI454H1,Gary Davidson,Davidson G,Fall,2015,4.1,4.3,4.4,4.4,4.6,4.3,4.1,2.9,17,7
GGR,GGR273H1,Donald Boyes,Boyes D,Winter,2016,4.5,4.6,4.7,4.5,4.6,4.4,4.8,3.3,89,41
GGR,GGR341H1,Christian Abizaid,Abizaid C,Winter,2016,3.8,3.9,4.2,3.7,3.8,3.8,4.5,3,51,26
GGR,GGR462H1,Kristian Larsen,Larsen K,Winter,2016,4.4,4.6,4.5,4.7,4.9,4.6,4.5,3.8,23,14
GGR,GGR251H1,Jun Zhang,Zhang J,Winter,2016,3.6,3.8,3.3,3.6,3.6,3.2,3.9,3.3,102,48
GGR,GGR493Y1,Deborah Leslie,Leslie D,Winter,2016,3.7,3.9,4.6,4,3.9,3.9,4.1,3.7,21,10
GGR,GGR493Y1,Eleanor Rae,Rae E,Winter,2016,3.7,3.9,4.5,4,3.9,3.9,4.2,3.7,21,10
GGR,GGR254H1,Tamir Arviv,Arviv T,Winter,2016,4,4.1,4.2,3.9,4,3.9,4.2,3.1,154,44
GGR,GGR201H1,Roger Phillips,Phillips R,Winter,2016,3.9,4.1,4.2,3.8,3.8,3.8,4.4,3.7,73,29
GGR,GGR329H1,Tammara Soma,Soma T,Winter,2016,4.3,4.3,4.6,3.9,4.2,4.1,4.8,3.3,55,20
GGR,GGR314H1,Leslie Harvey,Harvey L,Winter,2016,3.5,3.7,2.8,2.7,2.7,2.8,3.4,4.3,119,45
GGR,GGR340H1,Sarah Wakefield,Wakefield S,Winter,2016,4.3,4.5,4.6,4.3,4.3,4.3,4.7,2.9,45,16
GGR,GGR357H1,J Hulchanski,Hulchanski J,Winter,2016,4.2,4.5,4.1,4.1,4.1,3.8,4,3.1,54,26
GGR,GGR419H1,Mary Young,Young M,Winter,2016,4.2,4.2,3.9,3.9,3.7,3.9,4,3.5,26,13
GGR,GGR337H1,Jing Chen,Chen J,Winter,2016,3.8,4.1,3.7,4,4,3.5,3.9,3.3,46,17
GGR,GGR359H1,Jason Hackworth,Hackworth J,Winter,2016,4.2,4.2,4.5,4.4,4.6,4.3,4.2,3,39,10
GGR,GGR363H1,Kanishka Goonewardena,Goonewardena K,Winter,2016,3.8,4.1,3.8,3.7,3.6,3.6,3.3,2.8,47,14
GGR,GGR252H1,Stephen Swales,Swales S,Winter,2016,4,4.2,4,4.4,4.3,4,3.7,2.8,92,12
GGR,GGR252H1,Stephen Swales,Swales S,Winter,2016,3.2,3.5,3.1,3.5,3.6,3.1,3.2,2.9,287,66
JGE,JGE321H1,Christian Abizaid,Abizaid C,Winter,2016,3.8,4.4,4,3.5,3.9,3.6,4.1,3.3,57,17
GGR,GGR225H1,Marcel Fortin,Fortin M,Winter,2016,3,3.3,3.5,3.6,3.6,3,3.8,3,83,32
JGE,JGE331H1,James Nugent,Nugent J,Winter,2016,4.2,4.3,4.4,4.1,4.1,4.1,4.6,3.2,84,42
GGR,GGR431H1,Richard DiFrancesco,DiFrancesco R,Winter,2016,4.5,4.7,4.8,4.5,4.5,4.7,5,3.7,23,6
GGR,GGR271H1,Matthew Siemiatycki,Siemiatycki M,Winter,2016,3.3,4,4.1,4.1,4.2,3.7,4,3.2,160,48
GGR,GGR101H1,Anthony Davis,Davis A,Winter,2015,3.3,3.7,3.7,3.3,3.4,3.1,3.9,2.8,211,65
GGR,GGR124H1,Deborah Cowen,Cowen D,Winter,2015,3.8,3.9,4.5,3.8,3.9,3.7,4.5,3.4,343,74
GGR,GGR124H1,Deborah Cowen,Cowen D,Winter,2015,3.8,3.9,4.5,3.9,3.8,3.6,4.6,3.2,340,86
GGR,GGR201H1,Roger Phillips,Phillips R,Winter,2015,4.2,4.4,4.4,4.3,4.1,4,4.5,3.3,73,37
GGR,GGR206H1,Ting Zheng,Zheng T,Winter,2015,3.8,3.6,3.9,3.5,3.5,3.1,4,3.4,61,24
GGR,GGR225H1,Marcel Fortin,Fortin M,Winter,2015,3.5,3.7,3.9,3.6,3.6,3.4,4.1,3.1,87,30
GGR,GGR240H1,Matthew Farish,Farish M,Winter,2015,3.7,4.1,4.2,3.5,3.4,3.9,4.2,3.2,89,31
GGR,GGR252H1,Stephen Swales,Swales S,Winter,2015,2.8,3.3,3.2,3.4,3.3,2.9,2.8,2.6,101,22
GGR,GGR252H1,Stephen Swales,Swales S,Winter,2015,2.8,3.1,2.9,3.3,3.2,2.8,3.1,2.8,316,75
GGR,GGR254H1,Robert Lewis,Lewis R,Winter,2015,4.2,4.4,4.5,3.8,3.7,3.9,4.4,3.1,152,43
GGR,GGR271H1,Uma Acharya,Acharya U,Winter,2015,2.6,3.2,3,3.6,3.7,2.7,3.1,2.8,124,33
GGR,GGR273H1,Alireza Ghaffari,Ghaffari A,Winter,2015,3.3,3,2.5,3.5,3.6,2.3,2.8,3,65,26
GGR,GGR301H1,Joseph Desloges,Desloges J,Winter,2015,4.3,4.6,4.3,4.5,4.2,4.3,4.7,3.8,24,11
GGR,GGR308H1,Kailey Stewart,Stewart K,Winter,2015,4.1,4.3,4,3.7,3.5,3.8,4.1,3.1,46,15
GGR,GGR314H1,Leslie Harvey,Harvey L,Winter,2015,3.7,3.9,3.1,3.3,3.4,3.1,3.8,4.1,93,36
GGR,GGR326H1,Jun Zhang,Zhang J,Winter,2015,3.6,3.6,3.7,3.6,3.5,3.2,4,3.5,48,22
GGR,GGR337H1,Jing Chen,Chen J,Winter,2015,3.8,4,4,4.1,3.8,3.5,4,3.4,54,17
