dept,course,instructor,abbrev_instructor,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,num_invited,num_responded
SPA,SPA100Y1,John Patience,Patience J,Fall,2018,4.1,4.3,4.6,4.1,4.1,4.1,4.5,2.8,61,38
PRT,PRT120Y1,Anabela Alves dos Santos Rato,Alves dos Santos Rato A,Fall,2018,4.6,4.4,5,4.4,4.6,4.2,4.6,2.6,6,5
SPA,SPA100Y1,Vanina Machado Araujo,Machado Araujo V,Summer,2019,4.3,4.9,4.7,3.9,4.3,4.4,4.9,3.3,24,7
SPA,SPA258H1,Daniela Maldonado Castaneda,Maldonado Castaneda D,Summer,2019,4.8,4.5,4.8,4.7,4.5,4.7,5.0,3.3,8,6
SPA,SPA100Y1,Ailen Cruz,Cruz A,Summer,2019,4.0,4.3,4.4,4.1,4.0,3.9,4.3,2.8,26,8
SPA,SPA258H1,Ailen Cruz,Cruz A,Fall,2018,4.7,4.9,4.7,4.7,4.7,4.7,4.8,3.4,15,9
SPA,SPA100Y1,Ailen Cruz,Cruz A,Fall,2018,4.5,4.7,5,4.5,4.5,4.7,4.8,2.5,34,7
SPA,SPA326H1,Laura Colantoni,Colantoni L,Fall,2018,3.9,4.1,4.4,3.7,3.9,3.9,4.1,3.6,17,7
SPA,SPA100Y1,Nae Hanashiro Avila,Hanashiro Avila N,Fall,2018,4.2,4.3,4.7,4.2,4.2,4.2,4.6,2.8,69,21
SPA,SPA322H1,Gabrielle Klassen,Klassen G,Fall,2018,4.2,4.5,4.5,4.3,4.3,4.1,4.5,3.1,14,14
SPA,SPA375H1,Eva-Lynn Jagoe,Jagoe E,Fall,2018,4.3,4.4,4.5,4.3,4.4,4.4,4.6,2.7,55,46
SPA,SPA220Y1,Vanessa Melo,Melo V,Fall,2018,3.5,3.9,3.9,3.8,4,3.6,3.8,2.5,41,17
PRT,PRT364H1,Anabela Alves dos Santos Rato,Alves dos Santos Rato A,Winter,2019,4.14,4.3,4.7,4.3,4.3,4.3,4.7,3,13,7
PRT,PRT221H1,Anabela Alves dos Santos Rato,Alves dos Santos Rato A,Winter,2019,4.57,5,5,4.7,4.7,4.7,4.9,3.1,11,7
SPA,SPA386H1,Susan Antebi,Antebi S,Winter,2019,4,4.3,4.7,4.2,4.7,4,4.3,3.2,12,6
SPA,SPA320Y1,Veronika Brejkaln,Brejkaln V,Winter,2019,3.75,4,4.3,3.3,3,3.3,4.4,2.8,19,16
SPA,SPA421H1,Maria Cuervo,Cuervo M,Winter,2019,4.6,4.2,4,3.8,3.8,4,4,3.4,6,5
SPA,SPA341H1,Robert Davidson,Davidson R,Winter,2019,3.71,3.6,3.7,3.9,3.9,3.7,3.9,2.9,18,8
SPA,SPA100Y1,Iban Fernandez Pelaez,Fernandez Pelaez I,Winter,2019,3.69,4,4.1,4,4,4,4.1,2.9,53,16
SPA,SPA100Y1,Iban Fernandez Pelaez,Fernandez Pelaez I,Winter,2019,3.65,4.2,4.2,4,4.2,3.8,4.3,3.1,53,23
PRT,PRT100Y1,Luciana de Almeida Graca,de Almeida Graca L,Winter,2019,4.27,4.7,4.6,4.8,4.8,4.6,4.8,2.6,33,11
SPA,SPA258H1,Nae Hanashiro Avila,Hanashiro Avila N,Winter,2019,4.25,4.1,4.4,3.9,3.6,3.9,4.5,3.9,17,8
SPA,SPA100Y1,Sophie Harrington,Harrington S,Winter,2019,3.36,3.7,3.8,3.6,3.7,3.3,3.9,3.2,55,22
SPA,SPA425H1,Yolanda Iglesias,Iglesias Y,Winter,2019,4.38,4.3,4.3,4.4,4.1,4.1,4.3,4.3,8,8
SPA,SPA100Y1,Gabrielle Klassen,Klassen G,Winter,2019,3.7,3.7,3.2,3.6,3.6,3.2,3.6,2.7,27,11
SPA,SPA324H1,Ana Perez-Leroux,Perez-Leroux A,Winter,2019,3.33,3.3,2.8,3,3.2,3,3.2,3.8,16,6
SPA,SPA320Y1,Vanina Machado Araujo,Machado Araujo V,Winter,2019,3.81,3.8,4.7,3.3,3.4,3.1,4.9,3,31,21
SPA,SPA100Y1,Daniela Maldonado Castaneda,Maldonado Castaneda D,Winter,2019,4.08,4.4,4.5,4.1,4.3,4.3,4.6,3.1,40,12
SPA,SPA220Y1,Vanessa Melo,Melo V,Winter,2019,3.5,3.7,2.9,3.5,3.8,3.1,2.7,3,37,15
SPA,SPA220Y1,Vanessa Melo,Melo V,Winter,2019,4.05,4.2,3.6,4,4,3.8,3.5,3.1,34,22
SPA,SPA454H1,Sanda Munjic,Munjic S,Winter,2019,4.33,4.7,4.7,4.3,4.3,4.2,4.7,3.8,11,6
SPA,SPA220Y1,Sanda Munjic,Munjic S,Winter,2019,3.56,3.8,3.9,3.9,4,3.5,3.9,2.9,37,16
SPA,SPA219Y1,Erin Pettibone,Pettibone E,Winter,2019,4.05,4.4,4.4,3.7,3.7,3.6,4.4,3.2,22,19
SPA,SPA100Y1,Malina Radu,Radu M,Winter,2019,3.94,4.2,4.3,3.7,3.9,4.1,4.2,3.1,47,16
SPA,SPA221H1,Malina Radu,Radu M,Winter,2019,4.3,4.5,4.7,4.6,4.7,4.5,4.6,2.7,28,11
PRT,PRT320Y1,Natalia Rinaldi da Silva,Rinaldi da Silva N,Winter,2019,4.33,4.6,4.8,4.5,4.4,4.6,4.8,3,14,12
SPA,SPA320Y1,Nestor Rodriguez,Rodriguez N,Winter,2019,3.9,4,4.8,3.9,3.8,3.5,4.6,3,22,10
SPA,SPA100Y1,Josette Rosenzweig Espinal,Rosenzweig Espinal J,Winter,2019,3.42,3.5,3.2,3.5,3.7,3.1,3.5,3,51,20
SPA,SPA100Y1,Ross Swanson,Swanson R,Winter,2019,3.89,4.3,4.2,4,3.7,3.9,4.1,3.1,58,19
SPA,SPA220Y1,Jose Villalobos Graillet,Villalobos Graillet J,Winter,2019,3.85,4.2,4.2,4.4,4.3,4.2,4,3,44,13
SPA,SPA258H1,Maria Zabalza,Zabalza M,Winter,2019,4.25,4.1,4.3,3.9,3.6,3.9,4.1,3.9,17,8
PPG,PPG200H1,Jessie Lamontagne,Lamontagne J,Fall,2017,3.8,3.6,3.9,3.5,3.7,3.1,4,3.4,16,13
PPG,PPG401H1,Melvin Cappe,Cappe M,Winter,2018,4.8,4.8,4.8,4,4,4.6,4.8,3.8,11,5
PPG,PPG401H1,Bob Rae,Rae B,Winter,2018,4.8,4.8,4.6,4,4,4.6,4.4,3.8,11,5
PPG,PPG301H1,Jonathan Craft,Craft J,Winter,2016,4.8,4.6,4.6,4.4,4.8,4.6,4.9,3.4,14,8
PPG,PPG301H1,Jonathan Craft,Craft J,Fall,2014,3.8,4.3,4.1,3.9,4.1,3.6,4.3,3.6,14,9
PPG,PPG401H1,Melvin Cappe,Cappe M,Winter,2019,4.6,4.4,4.6,3.8,3.8,4,4.4,4,20,5
PPG,PPG401H1,Bob Rae,Rae B,Winter,2019,4.6,4.4,4.8,3.8,3.8,4,4.6,4,20,5
ACT,ACT370H1,Rian Dewji,Dewji R,Summer,2018,4.8,4.8,5,4.8,5,4.8,5,3.3,12,6
STA,STA303H1,Alexander Stringer,Stringer A,Summer,2018,4,4,4,4.1,4,3.6,4.1,3.2,179,66
STA,STA220H1,Asal Aslemand,Aslemand A,Summer,2018,3.7,4,3.8,4.1,4.2,3.8,4.2,2.9,253,68
STA,STA247H1,Karen Huynh Wong,Huynh Wong K,Summer,2018,4.2,4.2,4.4,4,4,4.1,4.5,3.1,64,24
STA,STA257H1,Gun Jang,Jang G,Summer,2018,3.1,2.5,1.6,2.4,2.1,1.9,1.9,3.6,54,16
STA,STA304H1,Dragan Banjevic,Banjevic D,Summer,2018,3.2,3.2,2.8,2.7,2.7,2.5,2.8,3.1,240,45
ACT,ACT348H1,Andrei Badescu,Badescu A,Summer,2017,4.1,4.4,4,3.6,3.7,3.9,4,3.4,13,7
STA,STA302H1,Alfred Benn,Benn A,Summer,2018,4.2,4.2,4.5,4.3,4.3,4.3,4.5,2.8,229,62
STA,STA302H1,Alfred Benn,Benn A,Summer,2018,4,4.1,4.1,4,4,4,4.1,2.7,192,53
STA,STA248H1,Wei Deng,Deng W,Summer,2018,2.1,2.1,1.6,2.1,2.1,1.6,1.9,3,57,24
STA,STA255H1,Boris Garbuzov,Garbuzov B,Summer,2018,2.5,2.4,1.8,2.7,2.6,1.9,1.8,3.3,137,35
ACT,ACT348H1,Tsz Fung,Fung T,Summer,2018,4.8,4.8,4.6,4.5,4.3,4.5,4.7,3.3,19,17
STA,STA457H1,Jen-Wen Lin,Lin J,Summer,2018,3.6,3.5,3.5,3.4,3.4,3.3,3.5,3.4,244,50
STA,STA261H1,Alexander Stringer,Stringer A,Summer,2018,4,4,4.3,4,3.9,3.9,4.3,3.3,152,72
STA,STA221H1,Julia Dedic,Dedic J,Summer,2018,4,4.2,4.7,3.8,3.6,4.1,4.5,3.1,36,20
STA,STA303H1,Jeffrey Negrea,Negrea J,Summer,2017,4.1,4.1,4.2,4.2,4,3.9,4,4,62,24
STA,STA305H1,Mark Ebden,Ebden M,Summer,2017,3.8,4,4.1,3.7,3.8,3.8,3.9,3.3,130,42
ACT,ACT245H1,Yu Wang,Wang Y,Summer,2017,4.2,4.3,4.3,4.3,4.2,4.2,4.2,2.7,23,6
STA,STA304H1,Dragan Banjevic,Banjevic D,Summer,2017,3.3,3.4,3.2,3.3,3.2,3.1,3.3,2.9,197,34
ACT,ACT230H1,Shuai Yang,Yang S,Summer,2017,3.8,4.1,4.6,4.4,4.1,4,4.7,3,46,7
STA,STA302H1,Wei Lin,Lin W,Summer,2017,3.9,4.1,4.1,4.2,4.2,3.8,4.2,3.7,230,51
STA,STA302H1,Wei Lin,Lin W,Summer,2017,4.1,4.2,4.3,4.3,4.2,4.2,4.3,3.7,194,34
STA,STA220H1,Luai Al Labadi,Al Labadi L,Summer,2017,3.9,4.2,4.1,4.1,4.1,4,4.4,2.9,253,77
STA,STA247H1,Karen Huynh Wong,Huynh Wong K,Summer,2017,4,4.5,4.7,4.2,4.3,4.1,4.4,3.2,62,25
STA,STA257H1,Luai Al Labadi,Al Labadi L,Summer,2017,4.2,4.4,4.6,4.3,4.3,4.4,4.7,3.3,108,38
STA,STA248H1,Jeffrey Negrea,Negrea J,Summer,2017,4.1,4.1,3.7,4.4,4.1,3.8,3.7,3.1,69,33
STA,STA255H1,Armin Hatefi,Hatefi A,Summer,2017,3.8,3.8,3.6,3.9,3.9,3.5,3.6,3.1,151,44
STA,STA221H1,Neil Montgomery,Montgomery N,Summer,2017,3.7,4,4.1,3.5,3.6,3.8,4.4,2.5,25,10
STA,STA347H1,Gun Jang,Jang G,Summer,2017,3.2,3,2.7,3,3,2.6,2.9,4,149,39
STA,STA261H1,Neil Montgomery,Montgomery N,Summer,2017,3.9,4.2,4.3,4,4.1,4.1,4.5,3,101,36
STA,STA457H1,Jen-Wen Lin,Lin J,Summer,2017,4,3.7,4,3.7,3.7,3.7,4,3.1,219,45
ACT,ACT245H1,Yu Wang,Wang Y,Winter,2017,3.4,3.5,3.1,3.2,3.2,3.1,2.9,3,103,32
ACT,ACT247H1,Jingjing Zhang,Zhang J,Winter,2017,4.2,4.3,4.3,4.1,4.1,4,4.4,3.5,107,39
ACT,ACT370H1,Xuancheng Huang,Huang X,Winter,2017,3.5,3.5,2.8,3.1,3.3,2.8,3.1,3.4,95,32
ACT,ACT370H1,Xuancheng Huang,Huang X,Winter,2017,3.4,3.7,3.3,3.6,3.7,3.3,2.9,3,26,7
ACT,ACT372H1,Anh Le,Le A,Winter,2017,4.6,4.5,4.4,4.4,4.3,3.9,4.3,4.3,20,12
ACT,ACT452H1,Samuel Broverman,Broverman S,Winter,2017,4.8,4.8,4.8,4.8,4.8,4.7,4.6,3,14,5
ACT,ACT455H1,Andrei Badescu,Badescu A,Winter,2017,4,4.3,3.9,3.6,3.6,3.6,3.8,3.2,34,13
ACT,ACT466H1,Andrei Badescu,Badescu A,Winter,2017,4.8,4.8,4.8,4.8,4.6,4.5,4.4,3,11,5
ACT,ACT475H1,Jingjing Zhang,Zhang J,Winter,2017,4.6,4.5,4.7,4.4,4.2,4.1,4.7,4,19,13
ACT,ACT247H1,Shehreen Zaman,Zaman S,Summer,2017,3.4,3.3,3.2,3.3,3.4,3,3.3,3.3,23,12
ACT,ACT473H1,Samuel Broverman,Broverman S,Winter,2016,4,4.2,3.2,4.3,4.3,4.2,3.2,2.5,13,6
ACT,ACT473H1,Charles Genno,Genno C,Winter,2016,4,4.2,4,4.3,4.3,4.2,4,2.5,13,6
ACT,ACT473H1,Howard Lyons,Lyons H,Winter,2016,4,4.2,4,4.3,4.3,4.2,4,2.5,13,6
ACT,ACT455H1,Andrei Badescu,Badescu A,Winter,2016,4.1,3.9,3.9,3.5,3.9,4,3.9,3,34,8
ACT,ACT245H1,Yu Wang,Wang Y,Summer,2016,4.4,4.5,4.6,4.2,4.4,4.2,4.5,3,30,11
ACT,ACT247H1,Shehreen Zaman,Zaman S,Summer,2016,4,3.9,3.6,4,3.7,3.2,3.2,3.4,34,10
STA,STA221H1,Bo Chen,Chen B,Summer,2016,2.6,2.9,2.4,2.6,1.9,2,2.3,2.8,29,12
STA,STA248H1,Shivon Sue-Chee,Sue-Chee S,Summer,2016,3.2,3.6,3,3.8,3.7,3.2,3.1,3.1,52,17
STA,STA255H1,Luai Al Labadi,Al Labadi L,Summer,2016,4.2,4,4.2,4.1,4.2,4,4.3,3.5,110,25
STA,STA261H1,Zi Liu,Liu Z,Summer,2016,3.2,3.2,2.9,3.3,3.4,2.8,3.4,3.6,126,41
STA,STA303H1,Michael Guerzhoy,Guerzhoy M,Summer,2016,4.2,4.2,4.3,4.2,4,3.6,4.4,3.5,54,17
STA,STA305H1,Mark Ebden,Ebden M,Summer,2016,3.3,3.7,3.4,3.8,3.7,3.2,3.3,3.5,143,24
STA,STA347H1,Gun Jang,Jang G,Summer,2016,3.1,3.1,2.6,3.2,2.7,2.5,3.1,4.1,92,16
STA,STA457H1,Jen-Wen Lin,Lin J,Summer,2016,3,2.9,2.5,2.9,3,2.4,2.9,3,110,28
STA,STA130H1,Jeffrey Rosenthal,Rosenthal J,Winter,2017,4.2,4.2,4.5,4.2,4.5,4.2,4.6,2.9,64,25
STA,STA201H1,Bethany White,White B,Winter,2017,3.2,3.6,4.3,3.8,3.9,3.7,4.3,2.7,149,44
STA,STA221H1,Neil Montgomery,Montgomery N,Winter,2017,3.3,3.6,3.4,3.3,3.4,3.1,3.4,2.7,103,43
STA,STA247H1,Karen Huynh Wong,Huynh Wong K,Winter,2017,4,4.2,4.4,4.5,4.4,4.1,4.3,3.2,141,40
STA,STA248H1,Karen Huynh Wong,Huynh Wong K,Winter,2017,3.7,3.8,3.8,3.9,3.8,3.4,3.7,3.2,185,64
STA,STA255H1,Bethany White,White B,Winter,2017,3.3,3.2,2.9,2.9,2.9,2.5,3.2,3.6,165,53
STA,STA255H1,Bethany White,White B,Winter,2017,2.81,2.78,2.71,2.76,2.72,2.32,3.05,3.59,411,133
STA,STA261H1,Ofir Harari,Harari O,Winter,2017,3.5,3.7,3.2,3.6,3.7,3.2,3.3,3.2,247,73
STA,STA261H1,Ofir Harari,Harari O,Winter,2017,3.8,3.8,3.6,3.8,3.8,3.5,3.4,3.3,114,40
STA,STA303H1,Wei Lin,Lin W,Winter,2017,4.1,4,3.9,4.1,4,3.6,3.9,3.7,159,57
STA,STA303H1,Wei Lin,Lin W,Winter,2017,3.7,3.9,3.7,4,4,3.8,3.8,3.6,122,36
STA,STA304H1,Dragan Banjevic,Banjevic D,Winter,2017,3.5,3.7,3.4,3.5,3.6,3.4,3.6,2.9,233,48
STA,STA305H1,Nathan Taback,Taback N,Winter,2017,4.2,4.4,4.7,4.6,4.5,4.4,4.7,3.3,170,42
STA,STA305H1,Wei Lin,Lin W,Winter,2017,3.3,3.6,3.3,3.8,3.6,3.2,3.5,3.7,239,61
STA,STA414H1,David Duvenaud,Duvenaud D,Winter,2017,3.7,3.2,3.3,3.1,3,2.4,3.6,4.2,51,22
STA,STA414H1,Mark Ebden,Ebden M,Winter,2017,4.2,3.4,3.7,3.3,3.1,2.9,3.5,3.9,44,19
STA,STA437H1,Dehan Kong,Kong D,Winter,2017,4.3,4.4,4.4,4.5,4.5,4.1,4.4,3,169,52
STA,STA447H1,Jeffrey Rosenthal,Rosenthal J,Winter,2017,4.7,4.8,4.8,4.7,4.8,4.5,4.7,3.1,84,27
STA,STA453H1,David Brenner,Brenner D,Winter,2017,3.8,4,4,3.8,3.8,2.5,4,2.8,16,5
STA,STA457H1,Keith Knight,Knight K,Winter,2017,4.1,4,4,4.2,4.2,3.9,4.1,3.3,216,67
STA,STA457H1,Zhou Zhou,Zhou Z,Winter,2017,3.5,3.5,3.4,3.6,3.5,3.1,3.3,3.8,93,17
STA,STA490Y1,Alison Gibbs,Gibbs A,Winter,2017,4.8,5,5,4.9,5,5,5,3.2,23,10
ACT,ACT230H1,Andrei Badescu,Badescu A,Fall,2016,3.1,3,2.8,2.8,2.9,2.6,2.8,2.9,111,31
ACT,ACT240H1,Jingjing Zhang,Zhang J,Fall,2016,3.7,4.2,3.9,4,3.8,3.8,3.9,3.4,148,52
ACT,ACT348H1,Andrei Badescu,Badescu A,Fall,2016,3.9,4,3.8,3.2,3.2,3.3,3.8,3.7,92,31
ACT,ACT349H1,Jingjing Zhang,Zhang J,Fall,2016,4.7,4.8,4.8,4.6,4.6,4.6,4.7,3.1,52,21
ACT,ACT371H1,Houston Cheng,Cheng H,Fall,2016,4,4.2,4.2,4,3.9,3.6,3.8,4.2,37,13
ACT,ACT451H1,Xiaodong Lin,Lin X,Fall,2016,4.6,4.6,4.4,4.3,4.4,4.2,4.4,3.3,20,7
ACT,ACT460H1,Xiaodong Lin,Lin X,Fall,2016,4.4,4.4,4.6,4.4,4.6,4.2,3.7,3.2,30,6
STA,STA220H1,Nathan Taback,Taback N,Fall,2016,3.1,3.5,3.9,3.3,3.5,3,4.1,3.2,248,69
STA,STA220H1,Augustin Vukov,Vukov A,Fall,2016,3.1,3.6,3.1,3.3,3.4,2.7,3.4,3,228,84
STA,STA220H1,Nathan Taback,Taback N,Fall,2016,3.2,3.5,3.8,3.5,3.5,3.1,3.9,3.4,230,78
STA,STA220H1,Karen Huynh Wong,Huynh Wong K,Fall,2016,3.2,3.5,3.5,3.3,3.3,2.9,3.6,3.2,335,99
STA,STA220H1,Karen Huynh Wong,Huynh Wong K,Fall,2016,3.6,4,4.4,3.8,3.8,3.7,4.3,3.3,237,73
STA,STA220H1,Bethany White,White B,Fall,2016,3.5,3.6,3.7,3.8,3.7,3.2,3.9,3.6,148,46
STA,STA220H1,Bethany White,White B,Fall,2016,3.8,3.8,3.8,3.8,3.8,3.2,3.6,3.8,20,5
STA,STA247H1,Karen Huynh Wong,Huynh Wong K,Fall,2016,3.7,3.9,3.7,3.9,3.8,3.4,3.8,3.5,361,128
STA,STA257H1,Neil Montgomery,Montgomery N,Fall,2016,3.7,3.8,3.6,3.2,3.3,3.1,3.7,3.2,307,101
STA,STA257H1,Dragan Banjevic,Banjevic D,Fall,2016,3.1,3.1,2.6,2.7,2.7,2.4,2.7,3.2,120,46
STA,STA302H1,Wei Lin,Lin W,Fall,2016,3.7,3.7,3.3,4,3.7,3,3.3,3.6,311,80
STA,STA302H1,Wei Lin,Lin W,Fall,2016,4,4.1,3.4,4.1,3.9,3.2,3.6,3,24,7
STA,STA302H1,Wei Lin,Lin W,Fall,2016,3.7,3.8,3.3,3.8,3.9,3.3,3.4,3.5,222,65
STA,STA304H1,Dragan Banjevic,Banjevic D,Fall,2016,3,3.3,2.7,3,3.1,2.7,2.7,2.9,389,73
STA,STA347H1,Zhou Zhou,Zhou Z,Fall,2016,3.4,3.4,3,3.1,3.1,2.8,3.3,3.1,27,7
STA,STA347H1,Zhou Zhou,Zhou Z,Fall,2016,4,4.2,4.2,4.2,4.1,3.9,4.1,3.2,321,93
STA,STA355H1,Keith Knight,Knight K,Fall,2016,3.8,3.8,4.1,4,4,3.6,3.9,3.4,131,38
STA,STA410H1,Virgil Craiu,Craiu V,Fall,2016,3.3,3.2,2.5,3,2.8,2.3,2.7,3.8,52,20
STA,STA422H1,Wei Lin,Lin W,Fall,2016,4.7,4.5,4.7,4.5,4.7,4.5,4.5,3.2,10,6
STA,STA437H1,Fang Yao,Yao F,Fall,2016,3.5,3.8,3.4,3.6,3.5,3.1,3.4,3.3,69,16
STA,STA442H1,Lawrence Brunner,Brunner L,Fall,2016,3.9,3.9,3.9,4,4,3.5,4.3,3.8,82,31
STA,STA452H1,David Brenner,Brenner D,Fall,2016,2.8,2.6,3.2,2.8,2.8,1.8,3.4,4,21,5
ACT,ACT245H1,Yu Wang,Wang Y,Winter,2018,3.9,4,3.8,3.4,3.5,3.5,3.6,3.1,94,31
ACT,ACT247H1,Jingjing Zhang,Zhang J,Winter,2018,4.3,4.4,4.4,4.2,4.1,4,4.4,4,79,30
ACT,ACT370H1,Rian Dewji,Dewji R,Winter,2018,3.7,3.8,3.8,3.5,3.2,3.4,3.7,3.3,85,43
ACT,ACT370H1,Rian Dewji,Dewji R,Winter,2018,2.4,3.1,2.6,2.4,2.3,2.4,2.6,3,34,10
ACT,ACT452H1,Jun Zhou,Zhou J,Winter,2018,3.3,3.2,3,3.5,3.5,3.2,3.2,3.2,18,6
ACT,ACT455H1,Andrei Badescu,Badescu A,Winter,2018,4.7,4.7,4.7,4.6,4.6,4.4,4.6,3,23,7
ACT,ACT466H1,Andrei Badescu,Badescu A,Winter,2018,4.6,4.7,4.7,4.1,4.4,4.6,4.7,3.1,17,7
ACT,ACT473H1,Charles Genno,Genno C,Winter,2018,4.2,4.6,4.8,4.4,4.4,4.4,4.8,2.8,12,5
ACT,ACT473H1,Howard Lyons,Lyons H,Winter,2018,4.2,4.6,4.4,4.4,4.4,4.4,4.6,2.8,12,5
ACT,ACT473H1,Yu Wang,Wang Y,Winter,2018,4.2,4.6,4.4,4.4,4.4,4.4,4.4,2.8,12,5
STA,STA130H1,Alison Gibbs,Gibbs A,Winter,2018,3.8,3.7,4.1,3.8,3.8,3.6,4.1,3.4,170,82
STA,STA130H1,Nathan Taback,Taback N,Winter,2018,3.8,3.7,3.9,3.8,3.8,3.6,4,3.4,170,82
STA,STA130H1,Alison Gibbs,Gibbs A,Winter,2018,3.7,3.7,4,3.7,3.7,3.5,4,3.3,166,74
STA,STA130H1,Nathan Taback,Taback N,Winter,2018,3.7,3.7,3.8,3.7,3.7,3.5,3.9,3.3,166,74
STA,STA201H1,Karen Huynh Wong,Huynh Wong K,Winter,2018,3.2,3.4,3.8,3.7,3.7,3.3,3.8,3.1,215,45
STA,STA221H1,Asal Aslemand,Aslemand A,Winter,2018,3.8,4.3,4.2,4.3,4.4,4.1,4.5,3.2,128,55
STA,STA247H1,Karen Huynh Wong,Huynh Wong K,Winter,2018,3.9,3.9,4,4.1,4,3.6,4.1,3.3,158,33
STA,STA248H1,Karen Huynh Wong,Huynh Wong K,Winter,2018,3.7,3.9,4.6,4,4,3.7,4.4,3.2,225,22
STA,STA255H1,Bethany White,White B,Winter,2018,3.9,3.9,4.1,3.8,3.9,3.7,4.3,3.2,240,64
STA,STA255H1,Bethany White,White B,Winter,2018,3.4,3.4,3.5,3.3,3.3,3.1,3.7,3.3,420,101
STA,STA261H1,Alex Stringer,Stringer A,Winter,2018,3.7,3.8,3.8,3.7,3.7,3.5,4,3.3,200,88
STA,STA261H1,Alex Stringer,Stringer A,Winter,2018,3.8,4,4.1,4,3.9,3.6,4.1,3.5,114,35
STA,STA288H1,William Ju,Ju W,Winter,2018,3.3,3.6,4.2,3.3,3.3,3,4.1,3.6,101,44
STA,STA288H1,Bethany White,White B,Winter,2018,3.3,3.6,4,3.3,3.3,3,4.3,3.6,101,44
STA,STA302H1,Alfred Benn,Benn A,Winter,2018,4.3,4.4,4.6,4.6,4.4,4.4,4.6,3,195,42
STA,STA303H1,Shivon Sue-Chee,Sue-Chee S,Winter,2018,4,4.1,3.7,4.2,4.1,3.7,3.6,3.1,159,52
STA,STA303H1,Shivon Sue-Chee,Sue-Chee S,Winter,2018,3.8,3.9,3.8,4.1,4.1,3.6,3.5,3.2,119,41
STA,STA304H1,Dragan Banjevic,Banjevic D,Winter,2018,3.4,3.5,3.2,3.4,3.5,3.1,3.2,3,330,68
STA,STA305H1,Shivon Sue-Chee,Sue-Chee S,Winter,2018,3.6,3.7,3.6,3.8,3.7,3.4,3.4,2.9,214,50
STA,STA305H1,Mark Ebden,Ebden M,Winter,2018,3.5,3.5,3.4,3.2,3.3,3,3.5,3.2,282,56
STA,STA355H1,Keith Knight,Knight K,Winter,2018,3.7,3.7,3.9,3.8,3.8,3.6,3.9,3.7,337,83
STA,STA414H1,Mark Ebden,Ebden M,Winter,2018,3.9,3.2,3.1,3,3,3,3.2,3.1,77,21
STA,STA414H1,Alex Stringer,Stringer A,Winter,2018,3.7,3.7,3.8,2.8,2.7,3,3.7,3.2,54,29
STA,STA437H1,Virgil Craiu,Craiu V,Winter,2018,4.1,4.1,3.9,4.1,4.1,3.8,3.8,3,104,27
STA,STA447H1,Jeffrey Rosenthal,Rosenthal J,Winter,2018,4.7,4.7,4.8,4.8,4.7,4.7,4.9,3.2,143,40
STA,STA453H1,David Brenner,Brenner D,Winter,2018,4.6,4.6,4.6,4.5,4.5,4.5,4.5,3.4,30,9
STA,STA457H1,Jen-Wen Lin,Lin J,Winter,2018,3.5,3.4,3.5,3.4,3.4,3.3,3.7,2.9,213,57
STA,STA480H1,Lei Sun,Sun L,Winter,2018,3.8,4.4,4.1,4.2,3.9,3.8,4.5,3.4,31,11
STA,STA490Y1,Alison Gibbs,Gibbs A,Winter,2018,4.8,4.8,4.8,4.8,4.8,4.8,4.8,3.7,24,12
ACT,ACT348H1,Andrei Badescu,Badescu A,Fall,2017,4.4,4.6,4.4,4.2,4.3,4.1,4.3,3.1,56,12
ACT,ACT240H1,Andrei Badescu,Badescu A,Fall,2017,3.8,4.2,4,3.9,3.9,3.7,3.9,3.5,113,37
STA,STA257H1,Dragan Banjevic,Banjevic D,Fall,2017,3,2.8,2.1,2.5,2.7,2,2.3,3,199,69
STA,STA304H1,Dragan Banjevic,Banjevic D,Fall,2017,3.5,3.7,3.2,3.6,3.5,3.2,3.3,2.9,401,94
STA,STA452H1,David Brenner,Brenner D,Fall,2017,4.2,4.2,4.4,4.1,4.1,4.1,4.5,2.9,49,14
STA,STA347H1,David Brenner,Brenner D,Fall,2017,3.8,3.2,3.6,3.4,4,3.2,4,2.6,36,7
STA,STA347H1,David Brenner,Brenner D,Fall,2017,4.3,4.2,4.5,4.3,4.2,4.2,4.7,3,300,89
STA,STA442H1,Lawrence Brunner,Brunner L,Fall,2017,4.2,4.2,4.3,4.5,4.4,4,4.5,4.3,116,36
STA,STA220H1,Shivon Sue-Chee,Sue-Chee S,Fall,2017,2.9,3.3,2.8,3.3,3.3,2.6,2.8,3.4,282,112
STA,STA220H1,Shivon Sue-Chee,Sue-Chee S,Fall,2017,2.8,2.9,2.7,2.8,2.8,2.3,2.8,3.5,209,90
STA,STA302H1,Mark Ebden,Ebden M,Fall,2017,3.4,3.5,3.2,2.9,3,2.8,3.2,2.9,338,125
STA,STA302H1,Mark Ebden,Ebden M,Fall,2017,3,3.3,2.8,2.1,2.3,2.6,2.8,2.4,34,10
STA,STA302H1,Mark Ebden,Ebden M,Fall,2017,3.1,3.2,2.9,2.7,2.7,2.6,3.1,3.1,238,87
STA,STA257H1,Mark Ebden,Ebden M,Fall,2017,3.6,3.7,3.8,3.4,3.4,3.2,3.8,3.1,244,109
STA,STA220H1,Karen Huynh Wong,Huynh Wong K,Fall,2017,3.4,3.5,3.3,3.3,3.4,3,3.4,3.5,218,73
