course,instructor,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9
ANT100Y1,Shawn Lehman,3.7,4,4.3,3.5,3.6,3.5,4.5,2.8,3.8
ANT200Y1,Anna Patton,3.8,4.1,3.9,3.6,3.7,3.6,3.9,3.2,3.7
ANT370H1,Arie Molema,4.1,4.4,4.5,4,4.1,4.2,4.6,3.5,4
ANT372H1,Cara Krmpotich,4.4,4.7,4.8,4.4,4.4,4.3,4.7,2.9,4.6
ANT327H1,Bonnie McElhinny,3.9,3.9,3.3,3.5,3.6,3.4,3.8,4.2,3.6
ARH494H1,Giles Spence Morrow,5,4.8,5,5,5,4.8,5,3.5,4.8
ANT336H1,T. Viola,4.5,4.2,4.4,4.1,3.8,4.1,4.7,3.7,4.3
ANT415Y1,T Friesen,5,5,4.8,4.8,4.7,5,4.8,4.3,4.5
ANT425H1,Hy Luong,4.9,4.7,4.3,4.4,4.3,4.3,4.3,3.7,4
ANT406H1,Sarah Stewart,3.7,3.3,4.1,3.3,4,3.4,4.6,2.4,3.7
ANT441H1,Melinda Vandenbeld Giles,4.6,4.8,4.3,4.4,4.6,4.3,4.6,3.3,4.1
ANT208H1,Julia Gamble,4.1,4.3,4.1,4,4,4,4.3,3,4.3
ANT203Y1,Julia Gamble,3.9,4,4.1,4,3.8,3.6,4.1,3,3.7
ANT436H1,Shawn Lehman,4,3.8,4,3.3,3.3,3.6,4.3,2.9,3.8
ANT456H1,Prakruti Dave,4.7,4.7,4.3,4.2,4.7,4.3,4.4,4.2,4.6
ANT458H1,Krista Maxwell,4.7,4.7,4.1,4,4.1,4.1,4.4,4,4.4
ANT200Y1,Michael Chazan,3.8,4.1,3.7,3.9,4,3.8,4,3.3,3.7
ANT203Y1,T. Viola,4.2,4.5,4.4,4.4,4.3,4.1,4.6,3.1,4.1
ANT207H1,Tania Li,3.7,3.8,3.7,3.5,3.7,3.4,3.9,3.5,3.4
ANT253H1,Marcel Danesi,3.8,4,4.4,4,4,4.1,4.6,2.6,4.5
ANT318H1,Edward Swenson,3.8,3.8,3.8,4.1,4.2,3.6,4.8,3.5,3.5
ANT320H1,Edward Swenson,4.4,4.3,4.6,4.5,4.1,4.2,4.9,3.9,4.4
ANT329H1,Hy Luong,3.7,3.6,3.3,3.2,3.4,3.1,3.7,3,3.1
ANT334H1,Susan Pfeiffer,4.5,4.7,4.7,4.2,4.2,4.6,4.7,3.4,4.4
ANT335Y1,David Begun,3.7,3.8,3.3,2.5,2.6,2.6,3.5,3.3,2.7
ANT349H1,Jessika Tremblay,3.9,3.9,4.2,3.6,3.6,3.6,3.7,3.6,3.5
ANT358H1,Laura Sikstrom,4.6,4.5,4.7,4.4,4.4,4.3,4.4,3.3,4.7
ANT374H1,James Stinson,4.1,4.2,3.4,3.5,3.7,3.6,3.2,3.6,3.7
ANT380H1,Victor Barac,4.3,4.6,4.7,4.6,4.7,4.5,4.4,3.2,4.5
ANT430H1,Shawn Lehman,3.7,3.8,3.7,3.4,3.3,3.3,4.2,3.1,3.2
ANT434H1,Julia Gamble,4.7,4.6,4.9,4.1,4.1,4.4,4.9,4,4.6
ANT435H1,Julia Gamble,4.1,4.1,4.4,4.3,3.9,4,4.3,3.8,4.1
ANT452H1,Michael Levin,4.2,4.5,3.8,4.2,4.2,3.7,3.7,3.3,3.8
ANT473H1,Tania Li,5,5,5,4.9,4.9,5,5,4.1,4.9
ANT475H1,Janice Boddy,4.8,4.8,4.6,4.4,4.4,4.6,4.2,3.8,4.4
ANT477H1,Jesook Song,4.2,4.6,4.2,4.2,4,4.2,3.8,3.6,4
ANT486H1,Eugenia Kisin,4.8,4.8,4.8,4.8,4.8,4.7,4.8,3.2,4.6
ARH305H1,Anna Patton,4,4,4.3,4.1,4,3.9,4.1,3.1,3.6
JAL355H1,Diane Riskedahl,3.8,4,4.2,3.7,3.7,3.5,4.1,3.4,3.5
ANT200Y1,Michael Chazan,3.3,3.7,3.3,3.4,3.5,3.1,3.9,2.8,3.5
ANT203Y1,Andrew Wade,3.7,3.9,3.8,3.8,3.8,3.5,3.6,2.9,3.7
ANT204H1,Prakruti Dave,4.4,4.3,4.5,3.6,3.6,4,4.7,3.2,4.2
ANT207H1,Janice Boddy,4.1,4.3,4,4.1,4.1,3.9,3.8,3.2,3.9
ANT208H1,Daniel Sellen,3.8,4,3,3.7,3.8,3.4,3.1,2.9,3.5
ANT315H1,T Friesen,4.2,4.5,4.6,4.2,4,4.1,4.5,3.1,4.1
ANT322H1,Marcel Danesi,3.8,3.8,4.5,3.7,3.7,3.8,4.6,2.3,4.5
ANT324H1,James Stinson,3.9,4.2,4.1,3.8,3.9,3.7,4,3.6,3.9
ANT329H1,Hy Luong,3.7,3.8,3.5,2.9,3.3,3.2,3.5,2.8,3.3
ANT333Y1,Shawn Lehman,4.3,4.3,4.7,3.8,3.6,4,4.7,3.3,4.3
ANT334H1,Susan Pfeiffer,4.3,4.4,4.4,4,3.7,4,4.5,3.8,3.9
ANT335Y1,David Begun,4.2,4.1,4.1,3.5,3.3,3.3,4,3.5,3.4
ANT336H1,Susan Pfeiffer,4.4,4.3,4.6,3.9,4.1,4.1,4.7,3.6,4.3
ANT348H1,Krista Maxwell,4.6,4.7,4.6,4.5,4.4,4.2,4.4,3.8,4.2
ANT351H1,James Stinson,4.2,4.3,3.9,3.7,3.9,3.9,3.9,3.6,3.8
ANT358H1,Laura Sikstrom,4.4,4.4,4.3,4,4,4,4.2,3.5,4.3
ANT410H1,Anna Patton,4.5,4.6,4.7,4.5,4.5,4.5,4.5,3.6,4.5
ANT411H1,Anna Patton,4.9,5,4.9,4.7,4.9,4.9,4.5,3.9,4.6
ANT412H1,Edward Banning,4.8,4.9,5,4.9,4.8,4.5,5,3.9,4.8
ANT432H1,Jennifer Newton,3.2,3.2,2.8,2.9,2.6,2.3,3.4,3.4,2.5
ANT440H1,Tania Li,4.4,4.7,4.9,4.6,4.6,4.4,4.6,3.8,4.6
ANT451H1,Gillian Gillison,5,5,4.6,4.2,4.2,4,4.2,3.6,4.4
ANT475H1,Valentina Napolitano,3.7,3.6,4,3.6,3.4,3.6,3.9,4,3
ANT476H1,Janice Boddy,4.9,4.5,4.8,4.3,4.8,4.6,4.4,3.9,4.5
ANT486H1,Holly Wardlow,5,5,5,5,5,4.9,5,3.4,5
ARH305H1,Gary Coupland,4.1,4.3,4,4.3,4.4,4,4.1,3.4,4.1
ANT411H1,Edward Swenson,3.9,4.2,4.1,3.6,3.9,3.4,4.3,4,3.3
ANT338H1,T. Viola,4.1,4.1,4.6,4,3.9,3.7,4.5,3.2,3.6
ANT485H1,Jacob Nerenberg,3.8,4.1,4.5,4.5,4.5,3.9,4.6,3.5,3.6
ANT347H1,Edward Sammons,4,4.2,4,4,4.1,3.9,4.1,3.3,3.9
ANT435H1,Laura Sikstrom,4.3,4.2,4.3,4.3,4.2,4.2,4.5,3.7,3.8
ANT253H1,Marcel Danesi,4,4.2,4.2,4,4,3.9,4.6,2.5,4.2
ANT484H1,Silvia Forni,4.1,4.5,4.4,4.1,4.5,4.3,4.4,3.8,4.1
ANT374H1,Columba Gonzalez,4.1,4.2,4.3,4.3,4,3.9,4.3,3.8,4
ARH309H1,Justin Jennings,4.2,4.3,4.4,3.9,4.1,3.8,4.2,3.1,3.8
ANT372H1,Cara Krmpotich,4.2,4.3,4.3,4.3,4.3,4.1,4.5,3,4
ANT207H1,Tania Li,3.8,4,4,4,3.9,3.6,3.8,3.6,3.6
ANT425H1,Hy Luong,4.7,4.7,4.6,5,4.6,4.6,4.7,3.1,4.4
ANT329H1,Hy Luong,3.4,3.7,3.7,3.3,3.5,3.3,3.8,3,3.3
ANT348H1,Krista Maxwell,4.5,4.6,4.3,4.1,4.3,4.1,4.3,3.8,3.9
ANT335Y1,David Begun,4.5,4.4,4.1,4.1,4.2,4.1,4.2,3,3.9
ANT431H1,David Begun,4.4,4.4,3.8,3.8,3.8,3.4,4.4,2.2,3.4
ANT334H1,Michelle Cameron,4.3,4.4,4.4,3.5,3.7,3.7,4.7,4.2,3.6
ANT203Y1,Michelle Cameron,4.3,4.4,4.7,3.9,4,4.1,4.8,2.7,4.4
ANT200Y1,Michael Chazan,4.1,4.3,3.9,3.9,3.9,3.9,4.2,3.6,3.7
ANT348H1,Krista Maxwell,4.2,4.2,4.2,4.0,4.1,3.9,4.4,3.6,4.1
ANT346H1,Dylan Clark,4.3,4.4,4.4,3.7,3.9,4.0,4.8,3.4,4.1
ANT100Y1,Shawn Lehman,3.9,3.9,4.0,3.4,3.5,3.5,4.3,3.1,3.5
ANT253H1,Marcel Danesi,3.7,3.9,3.9,3.7,3.7,3.6,4.1,2.8,3.7
ANT434H1,Michelle Cameron,4.81,4.8,4.9,4.6,4.6,4.8,4.9,3.4,4.8
ANT412H1,Craig Cipolla,4.5,4.7,4.8,4.5,4.8,4.7,5,3.2,4.5
ANT314H1,Gary Coupland,4.71,5,4.4,4.1,4.6,4.6,4.6,3,4.4
ANT322H1,Marcel Danesi,3.76,3.7,4.1,3.4,3.3,3.6,4.4,2.5,3.9
ANT484H1,Prakruti Dave,5,5,5,5,5,5,5,4.2,5
ANT362H1,Prakruti Dave,4.45,4.6,4.6,4.4,4.5,4.3,4.8,3.5,4.6
ANT438H1,Kate Decter,5,5,4.9,4.8,4.8,5,5,3.3,5
ANT100Y1,T Friesen,4,4.6,4.2,3.6,3.6,4,3.8,1.6,4.4
ANT100Y1,T Friesen,3.52,3.7,3.2,3.2,3.3,3.3,3.2,2.5,3.4
ANT356H1,Gillian Gillison,4.5,4.4,3.4,3.4,3.4,3.4,4,3.3,3.4
ANT100Y1,Ivan Kalmar,4,4.6,4.2,3.6,3.6,4,4.6,1.6,4.4
ANT100Y1,Ivan Kalmar,3.52,3.7,3.9,3.2,3.3,3.3,3.9,2.5,3.4
ANT100Y1,Shawn Lehman,4,4.6,4.6,3.6,3.6,4,4.8,1.6,4.4
ANT100Y1,Shawn Lehman,3.52,3.7,4.3,3.2,3.3,3.3,4.4,2.5,3.4
ANT333Y1,Shawn Lehman,3.89,4.2,4.1,3,3,3,4.3,3.4,3.1
ANT380H1,Heather Mellquist,4.33,4.4,4.7,4.2,4.3,4.2,4.7,3.4,4.1
ANT200Y1,Anna Patton,4.14,4.2,3.9,4,4.1,3.9,3.7,3.5,3.8
ANT370H1,Johanna Pokorny,4.31,4.4,4.5,4.3,4.4,4.1,4.5,3.5,3.8
ANT386H1,Valentina Napolitano,4.67,4.7,4.7,4.8,4.8,4.5,4.8,3.5,4.5
ANT472H1,Shiho Satsuka,4,4.5,3.8,4.2,4.3,3.8,4.7,3.7,3.7
ANT208H1,Daniel Sellen,3.85,4,3.5,3.9,4,3.7,3.8,2.6,4.1
ANT341H1,Wen-Ching Sung,4.24,4.2,4.2,4.3,4.2,4.1,4.1,3.2,4.3
ANT336H1,T. Viola,4.21,4.4,4.6,3.9,3.8,4.1,4.8,3.1,4.1
ANT203Y1,T. Viola,4.05,4.2,4,3.9,3.8,3.7,4.3,3.3,3.6
ABS201Y1,Jill Carter,4.1,4.3,4.2,3.9,4,4,4.6,3,3.9
ABS201Y1,Jill Carter,4.2,4.2,4.5,4,4,4,4.8,3.5,4.2
ABS230H1,Alana Johns,4.4,4.6,4.6,4.6,4.2,4.4,4.3,2.6,4.5
ABS250H1,Melanie Jeffrey,3.9,4.1,4.4,4,4,4,4.4,3.1,4.1
ABS302H1,Jean-Paul Restoule,4.6,4.8,4.7,4.5,4.7,4.7,4.8,3,4.8
ABS341H1,Jill Carter,4.6,4.8,4.9,4.7,4.8,4.5,5,3.2,4.7
ABS352H1,Angela Mashford-Pringle,4.9,5,5,4.6,4.8,4.8,4.9,3.6,4.9
ABS355H1,Angela Mashford-Pringle,4.5,4.4,4.3,4.4,4.4,4.1,4.3,3.3,4.4
ABS390H1,Deborah McGregor,4.2,4.6,4.7,4.4,4.6,4.4,4.4,3.9,4.2
ABS403H1,Angela Mashford-Pringle,3.8,4.2,4.4,3.8,3.6,4,4.2,3.4,3.8
JFP450H1,David Burman,4.7,5,4.7,4.6,4.6,5,5,3.1,5
ABS201Y1,Rauna Kuokkanen,3.8,4.1,3,3.8,4,3.4,2.9,3,3.6
ABS201Y1,Rauna Kuokkanen,3.8,4,3.5,3.8,3.8,3.5,3.3,4,3.5
ABS205H1,Angela Mashford-Pringle,3.8,3.9,4.2,3.8,4,3.7,4.2,3.1,3.9
ABS210Y1,Alex McKay,4.3,4.6,4.3,4.4,4.4,4.1,4.6,3.1,4.5
ABS300Y1,Lee Maracle,4.7,4.8,4.3,4,3.8,4.3,4.7,3.4,4.5
ABS301Y1,Jill Carter,4.6,4.4,4.4,4.2,4.5,4.5,4.8,3.2,4.6
ABS322H1,Lee Maracle,4.5,4.2,4.7,4.5,4.5,4.3,4.8,3,4.5
ABS350H1,Angela Mashford-Pringle,4.5,4.5,4.5,4.4,4.4,4.5,4.6,3.5,4.4
ABS402H1,Deborah McGregor,4.9,5,5,4.7,4.7,4.9,4.9,4.1,4.9
ABS302H1,Jill Carter,4.8,4.8,5,4.5,4.7,4.7,5,3.3,4.8
ABS300Y1,Lee Maracle,4.2,4.4,4.6,4.4,4.4,4.4,4.6,3.5,4.4
ABS201Y1,Jason Kelly,4.6,4.9,4.8,4.4,4.4,4.9,4.9,3.2,4.8
ABS261H1,Brenda Wastasecoot,4.6,4.9,4.8,4.7,4.3,4.5,4.7,2.8,4.8
ABS261H1,Brenda Wastasecoot,4.2,4.3,4.5,4.2,4.3,4.1,4.5,3.1,4.3
ABS403H1,Angela Mashford-Pringle,4.5,4.5,4.5,4.8,4.5,4.3,4.5,3.5,4.8
ABS201Y1,Heather Shpuniarsky,3.8,4,4.5,4.3,4.5,3.9,4.8,3.7,4.7
ABS261H1,Brenda Wastasecoot,4.7,4.8,4.5,4.6,4.6,4.5,4.7,2.8,4.8
ABS350H1,Julie Bull,3.8,4.3,4.2,4.4,4.6,4.2,4.3,3.1,4.2
ABS351Y1,Alex McKay,2.6,2.6,2.3,2.3,2.8,2.1,2.9,3.4,2.6
ABS353H1,Rauna Kuokkanen,4.3,4,3.7,3.5,3.2,4,4.2,3.7,3.8
ABS390H1,Gillian Austin,4.3,4.6,4.7,4.3,4.3,4.4,4.7,4.1,4.6
JFP450H1,David Burman,4.7,4.7,4.5,4,4,4.3,4.8,3.1,4.6
ABS300Y1,Lee Maracle,4.8,4.8,5,4.3,4.5,4.8,4.8,3,5
ABS201Y1,Jill Carter,4.6,4.8,4.7,4.5,4.7,4.5,4.9,3,4.8
ABS210Y1,Alex McKay,4,3.7,2.7,3.1,3.2,2.4,2.9,3.9,2.7
ABS352H1,Christine Sy,3.3,3.1,3.3,3.1,3.4,2.9,3.4,3.7,3
ABS205H1,Brenda Wastasecoot,4.3,4.2,4.4,4.3,4.3,4.3,4.7,3,4.6
ABS201Y1,Angela Mashford-Pringle,4.3,4.5,4.5,4.1,4,4.2,4.5,3.3,4.7
ABS205H1,Brenda Wastasecoot,4.4,4.5,4.6,4.4,4.1,4.4,4.5,2.9,4.2
ABS210Y1,Alex McKay,5,4.9,4.5,3.8,4,3.9,4.3,4,4.5
ABS220Y1,Dawn Antone,3.8,4,4,4.2,4.5,3.5,3.7,2.8,3.5
ABS300Y1,Lee Maracle,3.8,3.6,3.4,3.6,3.8,3.4,4.4,2.6,3.8
ABS301Y1,Alex McKay,3.9,3.7,3.7,3.7,4.3,3.6,4.3,3.9,4
ABS322H1,Cheryl Suzack,4.5,4.7,4,3.4,3.5,3.8,3.9,3.1,3.8
ABS352H1,Angela Mashford-Pringle,5,4.8,5,4.8,4.6,4.6,5,3.1,4.9
ABS402H1,Jill Carter,4.3,3.9,4.7,4,4.1,4.3,5,3.1,4.3
JFP450H1,David Burman,4.1,4.2,4.1,4.1,3.8,4.2,4.6,3.5,4.1
INS250H1,Ryan DeCaire,4.9,4.9,5,4.8,4.9,4.9,4.9,3.2,4.9
INS390H1,Melanie Jeffrey,4.4,4.3,4.6,4.3,4.6,4.4,4.4,4,4.6
INS200H1,Amos Key,4.4,4.5,4.7,4.4,4.6,4.4,4.8,2.5,4.6
INS322H1,Cheryl Suzack,5,4.8,5,4.6,4.8,4.8,4.6,3.8,4.4
INS261H1,Brenda Wastasecoot,4.8,5,4.9,4.8,4.8,4.9,5,3.1,5
INS403H1,Brenda Wastasecoot,4,4.1,4.8,4.6,4.5,4.1,4.4,3.1,4.3
INS201Y1,Heather Shpuniarsky,4.2,4.5,4.1,4.6,4.4,4.1,4.2,3.2,4.2
INS205H1,Brenda Wastasecoot,4.6,4.6,4.9,4.3,4.6,4.6,4.9,3.1,4.6
INS210Y1,Alex McKay,3.5,3.5,3.1,3.3,3.8,3.1,3.4,3.1,3.1
INS240Y1,Melanie Jeffrey,5,5,5,4.8,5,5,4.7,3.5,5
INS300Y1,Lee Maracle,4.4,4.4,4.4,4.4,4.4,4.1,4.3,2.9,4.3
INS331H1,Amos Key,4.1,4.4,4.7,4.7,4.6,4.7,5,2.3,4.9
INS350H1,Melanie Jeffrey,4.1,4.3,4.1,4.1,4.1,3.9,4.2,3.9,3.8
INS351Y1,Alex McKay,2.3,2.3,2.1,2.4,2.3,2.1,2.4,3.3,2
INS352H1,Brenda Wastasecoot,4.3,4,4.7,4,3.5,4,4,4.3,4
INS360Y1,Amos Key,4.1,4.4,4.6,4.2,4.6,4.4,4.6,2.7,4.5
INS205H1,Brenda Wastasecoot,4.6,4.8,4.8,4.6,4.6,4.6,4.7,2.6,4.6
INS201Y1,Safia Gahayr,4,4.5,4.2,4.4,4.4,3.9,4.3,3.2,4.1
INS201Y1,Verne Ross,4,4.5,4.4,4.4,4.4,3.9,4.3,3.2,4.1
ABS201Y1,Brenda Wastasecoot,3.9,4.3,3.2,3.8,3.9,3.3,3.3,3.1,3.8
ABS205H1,Brenda Wastasecoot,4.4,4.4,4.6,4.4,4.6,4.2,4.8,2.8,4.5
ABS220Y1,Ryan DeCaire,5,5,5,5,4.9,4.9,5,3.2,5
ABS240Y1,Melanie Jeffrey,5,5,5,5,5,4.8,5,3.2,5
ABS300Y1,Lee Maracle,4.3,4.3,4.7,4.1,4.4,4.4,4.4,2.7,4.4
ABS301Y1,Alex McKay,2,2,1.7,2,2.7,1.7,2,3.2,2.2
ABS331H1,Amos Key,4.5,4.5,4.8,4.7,4.8,4.8,4.9,2.1,4.9
ABS350H1,Julie Bull,3.8,3.6,3.4,3.8,4,3.8,4.3,3.2,3.6
ABS354H1,Rauna Kuokkanen,4.9,4.9,4.7,4.7,4.8,4.6,4.8,3.7,4.7
ABS360Y1,Amos Key,3.9,3.8,4.3,4.2,4.6,4,4.5,2.5,4.2
ABS460H1,Jill Carter,4.9,4.8,4.9,4.8,4.8,4.6,4.8,3.4,4.9
INS302H1,Lee Maracle,4,3.9,3.7,3.6,3.7,3.7,4.4,3.3,3.7
INS201Y1,Safia Gahayr,4.1,4.4,4,4.3,4.4,3.4,3.9,2.9,3.9
INS201Y1,Verne Ross,4.1,4.4,3.9,4.3,4.4,3.4,3.9,2.9,3.9
ABS201Y1,Jill Carter,4.2,4.4,4.1,4,3.9,4,4.4,3,4.3
ABS250H1,Ryan DeCaire,4.9,4.9,5,4.9,4.9,4.9,4.9,3.5,4.9
ABS261H1,Brenda Wastasecoot,4.2,4.6,4.6,4.3,4.1,4.3,4.5,2.9,4.6
ABS353H1,Rauna Kuokkanen,4.2,4.7,4.6,4.4,4.4,4.4,4.4,4,4.1
ABS390H1,Melanie Jeffrey,4,3.9,3.6,4,4.1,3.2,3.6,3.9,3.3
ABS403H1,Brenda Wastasecoot,3.4,3.7,3.9,3.6,3.4,3.2,3.6,2.7,3.6
JFP450H1,David Burman,4.4,4.5,4.7,4.7,4.5,4.6,4.7,3,4.7
ABS201Y1,Angela Mashford-Pringle,4.9,4.9,4.9,4.5,4.4,4.7,4.7,2.9,4.9
ABS302H1,Lee Maracle,4.8,4.6,4.8,4.5,4.5,4.8,5,2.7,4.6
ABS240Y1,Melanie Jeffrey,3,2.6,3,3.2,3,2.8,3.2,2.8,3.4
ABS201Y1,Jill Carter,4.3,4.5,4.1,3.7,3.7,3.7,4.7,2.6,4.4
ABS230H1,Alana Johns,4.1,4.6,3.6,4.4,4.6,3.9,4.1,2.3,4.1
ABS250H1,Melanie Jeffrey,3,3.4,3.2,3.4,3.6,2.8,3.4,3.4,3
ABS261H1,Brenda Wastasecoot,4.5,4.6,4.6,4.4,4.2,4.4,4.8,2.9,4.6
JFP450H1,David Burman,4.4,4.8,4.8,4.8,4.8,4.4,4.8,3.6,5
INS322H1,Cheryl Suzack,5,5,5,4,4.8,5,5,3.4,5
INS323Y1,Ryan DeCaire,5,5,5,4.8,4.8,5,5,3.2,5
INS220Y1,Ryan DeCaire,5,5,5,5,5,5,5,3,5
INS201Y1,Safia Gahayr,3.73,4.1,2.5,3.6,3.9,3.3,2.4,3,3.2
INS460H1,Susan Hill,4.8,4.4,4.8,4.6,4.6,4.2,4.8,3,4.4
INS240Y1,Melanie Jeffrey,4.56,4.6,4.7,4.4,4.6,4.6,4.7,3.6,4.7
INS350H1,Melanie Jeffrey,3.8,3.8,4.2,3.6,3.6,3.6,4.2,4,3.6
INS331H1,Amos Key,4.5,4.6,5,4.6,4.6,4.8,4.9,2.4,4.9
INS360Y1,Amos Key,4.75,4.6,4.8,4.8,4.7,4.6,5,3,4.8
INS300Y1,Lee Maracle,4.67,4.5,4.5,4.3,4.3,4.5,4.8,2.8,4.7
INS201Y1,Verne Ross,3.73,4.1,3.3,3.6,3.9,3.3,3.5,3,3.2
INS352H1,Brenda Wastasecoot,4.7,4.5,4.9,4.4,4.7,4.5,4.9,3.3,4.7
INS205H1,Brenda Wastasecoot,4.62,4.9,5,4.5,4.5,4.7,4.9,2.9,4.8
INS201Y1,Safia Gahayr,4.1,4.2,3.8,4.1,4.1,3.8,4.1,3.2,3.9
INS302H1,Lee Maracle,4.1,4.1,3.9,4.1,4.1,3.9,4.4,3.5,3.9
JFP450H1,David Burman,4.2,4.2,4,3.8,3.5,4,4.3,2.3,4.2
INS390H1,Gillian Austin,4.2,4.2,4.2,4,4,4,4.8,3.6,4.2
INS201Y1,Verne Ross,4.1,4.2,3.9,4.1,4.1,3.8,4.1,3.2,3.9
INS200H1,Amos Key,4.2,4.5,4.3,4.2,4.4,4,4.3,2.8,4.3
INS250H1,Ryan DeCaire,4.8,4.9,5,4.7,4.8,4.8,5,3.2,4.9
BIG101Y1,Benjamin Akrigg,3.5,3.5,3.2,3.2,3.4,3.1,3.4,3,3.5
BIG101Y1,Yanqin Wu,3.5,3.5,3.5,3.2,3.4,3.1,3.8,3,3.5
BIG101Y1,Adonis Yatchew,3.5,3.5,4.1,3.2,3.4,3.1,4.1,3,3.5
BIG102Y1,Miriam Diamond,3,3.4,3.1,3.2,3.4,2.9,3.3,3.3,2.8
BIG102Y1,Stephen Easterbrook,3,3.4,4.4,3.2,3.4,2.9,4.2,3.3,2.8
BIG102Y1,Pamela Klassen,3,3.4,3.7,3.2,3.4,2.9,3.8,3.3,2.8
CAS200Y1,Linlin Wang,4.4,4.3,4.5,4.6,4.5,4.2,4.1,3.2,4.1
CAS320H1,Yiching Wu,2.8,2.6,2.6,3,2.7,2.5,3,3.6,2.6
CAS350H1,Dylan Clark,3.8,3.9,3.9,3.4,3.5,3.8,3.9,3.6,3.5
CAS400Y1,Dylan Clark,4.8,4.8,4.7,4.6,4.6,4.3,4.7,4.7,4.3
CAS200Y1,Dylan Clark,4,4.2,4.2,4,4.2,3.8,4.2,3.7,3.8
CAS320H1,Yiching Wu,3.3,3.5,3.4,3.6,3.8,2.9,3.6,3.1,3.2
CAS310H1,Takashi Fujitani,3.8,4.2,3.9,4,3.9,3.9,4.1,3.4,3.7
CAS370H1,Serene Tan,3.5,3.4,3.6,3.1,3,3.1,3.8,3.6,3.1
CAS490H1,Victor Falkenheim,4.8,4.7,4.8,4.7,4.8,4.8,4.7,2.8,5
CAS200Y1,Ritu Birla,4.5,4.4,3.7,4.3,4.3,4.1,3.7,3.1,4.4
CAS200Y1,Linlin Wang,4.5,4.4,4.2,4.3,4.3,4.1,3.9,3.1,4.4
CAS200Y1,Joseph Wong,4.5,4.4,4.6,4.3,4.3,4.1,4.5,3.1,4.4
CAS350H1,Dylan Clark,4.5,4.4,4.8,4.1,4.2,4.2,4.6,3.6,3.9
CAS400Y1,Dylan Clark,3.6,3.4,3.2,3.2,3.4,3.2,3.4,4.2,3
CAS310H1,Takashi Fujitani,3.3,3.6,3.8,3.4,3.7,3.1,3.9,3.4,3
CAS320H1,Yiching Wu,3,2.9,3.1,3.4,3.3,3,3.9,3.8,3.2
CAS360H1,Dylan Clark,4.8,4.9,4.9,4.5,4.3,4.4,4.6,3.4,4.6
CAS490H1,Victor Falkenheim,4.8,4.5,5,4.3,4.3,4.8,5,3,4.8
CAS202H1,Dylan Clark,4.5,4.6,4.8,4.2,4.5,4.5,4.9,3.6,4.3
CAS320H1,Aparna Sundar,4.1,4.2,4.2,4.1,4.3,4.2,4.5,3.1,4.1
CAS360H1,Dylan Clark,4.7,4.8,5,4.3,4.5,4.4,4.9,3.9,4.3
CAS370H1,Bharat Punjabi,3.6,3.8,3.8,4,3.8,3.4,3.8,3.3,3.4
CAS201H1,Dylan Clark,4.6,4.7,4.6,4.2,4.7,4.5,4.8,3.5,4.3
CAS350H1,Dylan Clark,4.8,5,4.9,4.3,4.7,4.6,5,3.7,4.4
CAS400H1,Dylan Clark,4.1,4.6,4.6,4,4,4,4.6,4.6,3.4
CAS310H1,Takashi Fujitani,4.2,4.7,4.4,4.5,4.4,4.4,4.5,3.6,4.2
CAS390H1,Aparna Sundar,4.4,4.5,4.6,4.4,4.4,4.4,4.6,2.9,4.4
CAS430H1,Yiching Wu,3.4,3.6,3.6,4,4,3.8,3.8,3.4,3.8
CAS202H1,Prasad Khanolkar,3,3.1,3.1,3,3,2.8,3.1,2.9,3.1
CAS320H1,Prasad Khanolkar,3.3,2.9,2.4,3.1,3.1,2.1,2.3,3.4,2.4
CAS350H1,Dylan Clark,4.8,4.5,4.9,4.1,4.5,4.6,5,3.4,4.5
CAS390H1,Aparna Sundar,4.1,4.2,4.2,3.9,4.1,3.9,4.2,2.9,4.1
CAS450H1,Lynette Ong,3.1,3.3,2.6,2.8,3,2.6,2.5,4,2.6
CAS350H1,Dylan Clark,4.5,4.4,4.8,4.3,4.4,4.1,4.5,4,4.3
CAS400Y1,Emily Hertzman,3.3,3.3,2.6,2,2,2.1,3,4.1,2.1
CAS310H1,Tina Virmani,3.2,3.5,3.3,3.5,3.9,3.3,3.5,3.4,3.3
CAS370H1,Bharat Punjabi,4,4.1,4.1,4,3.9,3.8,4,3.3,4
CAS400H1,Tong Lam,4.3,4,4.5,3.9,3.7,3.9,4,3.1,4.1
CAS310H1,Takashi Fujitani,3.9,3.9,3.9,4,4.1,3.6,3.8,3.8,4.3
CAS360H1,Dylan Clark,4.4,4.4,4.4,4.3,4,3.8,4.8,3.6,3.8
CAS490H1,Victor Falkenheim,4.7,4.9,4.3,4.7,4.7,4.7,4.9,3.3,5
CAS430H1,Yiching Wu,4.5,4.2,4.3,4,4.3,4.2,4.2,4,3.7
CAS400H1,Rachel Silvey,4.2,4.4,4.4,4.2,4.2,3.8,4.4,3.4,3.8
CAS350H1,Dylan Clark,4.7,4.6,4.9,4.6,4.5,4.6,5,3.6,4.4
CAS200H1,Dylan Clark,4.5,4.3,4.5,4.1,4.2,4.2,4.7,3.7,4
CAS201H1,Francis Cody,3.8,3.9,3.7,4.1,4,3.6,4.1,3.2,3.4
CAS400H1,Emily Hertzman,4.2,4.4,4.2,4.2,4.2,3.8,4.4,3.4,3.8
