course,instructor,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,num_invited,num_responded
PSL372H1,Carin Wittnich,Fall,2014,3.8,3.7,3.7,3.5,3.3,3,3.8,4.7,3,118,39
PSL404H1,Michelle French,Fall,2014,4.5,4.3,4.6,3.8,3.5,3.8,4.8,4,4,33,11
PSL404H1,Kacey Prentice,Fall,2014,4.5,4.3,4.2,3.8,3.5,3.8,4.6,4,4,33,11
PSL404H1,Sowmya Viswanathan,Fall,2014,4.5,4.3,3.8,3.8,3.5,3.8,3.6,4,4,33,11
PSL404H1,Valerie Wallace,Fall,2014,4.5,4.3,3.1,3.8,3.5,3.8,2.9,4,4,33,11
PSL420H1,Theodore Brown,Fall,2014,3.8,4.2,3.7,2.9,2.9,3.1,4,3.5,3.1,47,13
PSL420H1,Robert Casper,Fall,2014,3.8,4.2,4.6,2.9,2.9,3.1,4.6,3.5,3.1,47,13
PSL420H1,Andrea Jurisicova,Fall,2014,3.8,4.2,4.1,2.9,2.9,3.1,4.3,3.5,3.1,47,13
PSL420H1,Sergey Moskovtsev,Fall,2014,3.8,4.2,3.4,2.9,2.9,3.1,3.7,3.5,3.1,47,13
PSL425H1,George Fantus,Fall,2014,3.6,3.9,2.3,4,3.8,3,2.3,3.8,2.9,19,9
PSL425H1,Adria Giacca,Fall,2014,3.6,3.9,3.2,4,3.8,3,3.2,3.8,2.9,19,9
PSL425H1,Mladen Vranic,Fall,2014,3.6,3.9,2.9,4,3.8,3,3,3.8,2.9,19,9
PSL440Y1,Jeffrey Coull,Fall,2014,3.6,3.8,3.8,3,3.4,3,4,3.4,3,27,5
PSL440Y1,William Hutchison,Fall,2014,3.6,3.8,3.4,3,3.4,3,3.4,3.4,3,27,5
PSL440Y1,Jeremy Sivak,Fall,2014,3.6,3.8,4.6,3,3.4,3,4.4,3.4,3,27,5
PSL440Y1,Min Zhuo,Fall,2014,3.6,3.8,3.8,3,3.4,3,3.4,3.4,3,27,5
PSL450H1,Denise Belsham,Fall,2014,4.2,4,4.2,3.4,3.6,4.2,4.6,3.2,3.4,19,5
PSL450H1,Amira Klip,Fall,2014,4.2,4,3.2,3.4,3.6,4.2,4,3.2,3.4,19,5
PSL450H1,Elise Stanley,Fall,2014,4.2,4,4,3.4,3.6,4.2,4.6,3.2,3.4,19,5
PSL450H1,Shuzo Sugita,Fall,2014,4.2,4,4.6,3.4,3.6,4.2,4.6,3.2,3.4,19,5
PSL452H1,Zhong Feng,Fall,2014,3.6,4.1,3.7,4.1,4.3,3.6,4.3,3.6,3.6,37,11
PSL452H1,Hong-Shuo Sun,Fall,2014,3.6,4.1,3,4.1,4.3,3.6,3,3.6,3.6,37,11
PSL452H1,Paul Whissell,Fall,2014,3.6,4.1,3.7,4.1,4.3,3.6,3.7,3.6,3.6,37,11
PSL480H1,Michael Belanger,Fall,2014,3.4,3.5,3.9,2.5,2.5,2.7,4.2,3.8,2.4,39,20
PSL480H1,Joshua Blake,Fall,2014,3.4,3.5,3.2,2.5,2.5,2.7,3.4,3.8,2.4,39,20
PSL480H1,Carin Wittnich,Fall,2014,3.4,3.5,3.4,2.5,2.5,2.7,3.8,3.8,2.4,39,20
PSL280H1,Michael Belanger,Fall,2018,4.2,4.4,4.4,3.8,3.9,3.9,4.4,3.1,3.9,60,27
PSL450H1,Denise Belsham,Fall,2018,3.8,4.2,3.8,3.4,3.7,2.8,4.1,3.3,2.6,25,11
PSL372H1,Ankur Bodalia,Fall,2018,4,3.9,4.1,3.7,3.6,3.5,4,4,3.3,147,57
PSL304H1,Steffen-Sebastian Bolz,Fall,2018,4.3,4.4,4,3.9,3.7,3.9,4.3,3.6,3.4,22,7
PSL420H1,Theodore Brown,Fall,2018,4.5,4.3,4,3.5,3.5,3.3,4.2,3.4,3.2,44,13
PSL420H1,Crystal Chan,Fall,2018,4.5,4.3,4.5,3.5,3.5,3.3,4.6,3.4,3.2,44,13
PSL301H1,Christine Wong,Summer,2019,3.9,4.2,4.0,3.3,3.4,3.4,4.1,4.2,3.2,147,36
PSL300H1,Sandeep Dhillon,Summer,2019,4.0,4.3,4.7,3.6,3.5,3.8,4.8,3.8,3.9,179,44
PSL301H1,Gaspard Montandon,Summer,2019,3.9,4.2,3.9,3.3,3.4,3.4,3.8,4.2,3.2,147,36
PSL379H0,Carin Wittnich,Summer,2019,4.5,4.8,5.0,4.7,4.7,4.8,4.9,2.8,4.6,21,16
PSL378H1,Carin Wittnich,Summer,2019,4.7,4.6,4.7,4.6,4.7,4.8,4.8,3.6,4.6,19,16
PSL300H1,Christine Wong,Summer,2019,4.0,4.3,3.7,3.6,3.5,3.8,4.0,3.8,3.9,179,44
PSL301H1,Faisal Alibhai,Summer,2019,3.9,4.2,3.4,3.3,3.4,3.4,3.2,4.2,3.2,147,36
PSL300H1,Kaori Austin,Summer,2019,4.0,4.3,3.9,3.6,3.5,3.8,3.8,3.8,3.9,179,44
PSL420H1,Andrea Jurisicova,Fall,2018,4.5,4.3,2.6,3.5,3.5,3.3,2.9,3.4,3.2,44,13
PSL304H1,Richard Horner,Fall,2018,4.3,4.4,3.7,3.9,3.7,3.9,3.7,3.6,3.4,22,7
PSL304H1,Amish Jain,Fall,2018,4.3,4.4,3.7,3.9,3.7,3.9,3.8,3.6,3.4,22,7
PSL300H1,Nohjin Kee,Fall,2018,4.5,4.6,3.8,4,4,4.1,4,3.7,4.1,1074,330
PSL372H1,Nohjin Kee,Fall,2018,4,3.9,4.2,3.7,3.6,3.5,4.2,4,3.3,147,57
PSL450H1,Amira Klip,Fall,2018,3.8,4.2,4.1,3.4,3.7,2.8,4.1,3.3,2.6,25,11
PSL404H1,Derek Van Der Kooy,Fall,2018,4.5,4.5,4.3,4.1,4.1,3.9,4.4,3.6,4.1,36,13
PSL372H1,Melanie Markovic,Fall,2018,4,3.9,4.1,3.7,3.6,3.5,4.1,4,3.3,147,57
PSL201Y1,Helen Miliotis,Fall,2018,4,4.2,4.2,3.5,3.4,3.7,4,3.2,3.4,154,36
PSL420H1,Sergey Moskovtsev,Fall,2018,4.5,4.3,2.9,3.5,3.5,3.3,2.9,3.4,3.2,44,13
PSL440Y1,Massieh Moayedi,Fall,2018,4,4.5,2.7,3.3,3.5,3.3,4,3.5,3.5,30,5
PSL201Y1,Michelle French,Fall,2018,4,4.2,4.1,3.5,3.4,3.7,4.1,3.2,3.4,154,36
PSL404H1,Michelle French,Fall,2018,4.5,4.5,4.5,4.1,4.1,3.9,4.7,3.6,4.1,36,13
PSL300H1,Sandeep Dhillon,Fall,2018,4.5,4.6,4.7,4,4,4.1,4.8,3.7,4.1,1074,330
PSL452H1,Zhong Feng,Fall,2018,3.8,3.8,3.8,3.2,3.8,4,4,3.2,3.2,24,5
PSL190H1,Patricia Brubaker,Winter,2019,4.94,4.9,4.5,4.4,4.4,4.6,4.6,3.5,4.7,29,18
PSL470H1,Isabella Caniggia,Winter,2019,4.64,4.6,4.5,3.9,3.9,4.1,4.5,3.3,4.2,107,27
PSL462H1,Kim Connelly,Winter,2019,4.09,4.4,4.1,3.1,3.6,3,4.3,3.9,2.7,42,11
PSL470H1,Jason Fish,Winter,2019,4.64,4.6,4.5,3.9,3.9,4.1,4.4,3.3,4.2,107,27
PSL190H1,Michelle French,Winter,2019,4.94,4.9,4.9,4.4,4.4,4.6,4.9,3.5,4.7,29,18
PSL301H1,Michelle French,Winter,2019,4.26,4.4,4.3,3.8,3.9,3.7,4.2,3.6,3.7,1004,323
PSL190H1,Michael Gollob,Winter,2019,4.94,4.9,4.1,4.4,4.4,4.6,4.3,3.5,4.7,29,18
PSL462H1,Anthony Gramolini,Winter,2019,4.09,4.4,3.1,3.1,3.6,3,3.4,3.9,2.7,42,11
PSL462H1,Scott Heximer,Winter,2019,4.09,4.4,3.5,3.1,3.6,3,3.6,3.9,2.7,42,11
PSL470H1,Edward Hickey,Winter,2019,4.64,4.6,4.6,3.9,3.9,4.1,4.5,3.3,4.2,107,27
PSL472H1,Richard Horner,Winter,2019,4.56,4.7,4.6,4.1,4.1,4.4,4.9,3.1,4.4,47,18
PSL421H1,Amish Jain,Winter,2019,4.33,4.4,4.1,3.7,3.7,3.6,4.2,3.7,3.7,48,19
PSL201Y1,Nohjin Kee,Winter,2019,4.12,4.2,4.3,3.7,3.8,3.6,4.6,3.5,3.5,124,29
PSL201Y1,Jeff Kroetsch,Winter,2019,4.12,4.2,4.2,3.7,3.8,3.6,4.2,3.5,3.5,124,29
PSL424H1,Clifford Librach,Winter,2019,4.6,4.4,4.2,4.2,4.2,4.4,4,3.4,4,17,5
PSL421H1,Stephen Matthews,Winter,2019,4.33,4.4,4.2,3.7,3.7,3.6,4.4,3.7,3.7,48,19
PSL201Y1,Helen Miliotis,Winter,2019,4.12,4.2,3.9,3.7,3.8,3.6,3.9,3.5,3.5,124,29
PSL301H1,Gaspard Montandon,Winter,2019,4.26,4.4,3.5,3.8,3.9,3.7,3.8,3.6,3.7,1004,323
PSL424H1,Mark Palmert,Winter,2019,4.6,4.4,4.2,4.2,4.2,4.4,4,3.4,4,17,5
PSL301H1,James Scholey,Winter,2019,4.26,4.4,4.2,3.8,3.9,3.7,4.3,3.6,3.7,1004,323
PSL462H1,Ian Scott,Winter,2019,4.09,4.4,3.7,3.1,3.6,3,3.9,3.9,2.7,42,11
PSL470H1,Mike Seed,Winter,2019,4.64,4.6,4.5,3.9,3.9,4.1,4.4,3.3,4.2,107,27
PSL421H1,Mike Seed,Winter,2019,4.33,4.4,4.2,3.7,3.7,3.6,4.4,3.7,3.7,48,19
PSL421H1,Neil Sweezey,Winter,2019,4.33,4.4,4.2,3.7,3.7,3.6,4.4,3.7,3.7,48,19
PSL432H1,Douglas Tweed,Winter,2019,4.17,3.8,4.5,3.5,3.7,3.8,4.8,2.8,3.5,17,7
PSL310H1,Valerie Watt,Winter,2019,4.31,4.3,4.8,4.4,4.5,4.6,4.8,2.8,4.7,18,16
PSL350H1,Valerie Watt,Winter,2019,2.94,2.5,3,2.1,2,2.1,3.5,3,1.9,113,64
PSL350H1,Anne Wheeler,Winter,2019,2.94,2.5,3.3,2.1,2,2.1,3.2,3,1.9,113,64
PSL424H1,Michael Wheeler,Winter,2019,4.6,4.4,4.2,4.2,4.2,4.4,4,3.4,4,17,5
PSL301H1,Christine Wong,Winter,2019,4.26,4.4,3.9,3.8,3.9,3.7,4,3.6,3.7,1004,323
PSL201Y1,Christine Wong,Winter,2019,4.12,4.2,3.5,3.7,3.8,3.6,3.8,3.5,3.5,124,29
PSL280H1,Carin Wittnich,Fall,2018,4.2,4.4,4.5,3.8,3.9,3.9,4.5,3.1,3.9,60,27
PSL404H1,Sowmya Viswanathan,Fall,2018,4.5,4.5,4.2,4.1,4.1,3.9,4,3.6,4.1,36,13
PSL452H1,Lu-Yang Wang,Fall,2018,3.8,3.8,3.4,3.2,3.8,4,3.6,3.2,3.2,24,5
PSL450H1,William Trimble,Fall,2018,3.8,4.2,3.7,3.4,3.7,2.8,3.7,3.3,2.6,25,11
PSL300H1,Douglas Tweed,Fall,2018,4.5,4.6,4.4,4,4,4.1,4.4,3.7,4.1,1074,330
PSL304H1,Douglas Tweed,Fall,2018,4.3,4.4,4.7,3.9,3.7,3.9,4.7,3.6,3.4,22,7
PSL452H1,Hong-Shuo Sun,Fall,2018,3.8,3.8,3,3.2,3.8,4,3.4,3.2,3.2,24,5
PSL404H1,Cristina Nostro,Fall,2018,4.5,4.5,4,4.1,4.1,3.9,3.9,3.6,4.1,36,13
PSL440Y1,Jeremy Sivak,Fall,2018,4,4.5,4.8,3.3,3.5,3.3,5,3.5,3.5,30,5
PSL450H1,Shuzo Sugita,Fall,2018,3.8,4.2,3,3.4,3.7,2.8,3.2,3.3,2.6,25,11
PSY372H1,Nicholas Diamond,Summer,2018,4.3,4.5,4.4,4.2,4.2,4.2,4.6,3.3,4.1,35,18
PSY270H1,Christine Burton,Summer,2018,4.4,4.3,4.4,4.2,4,3.9,4.4,3.5,4.2,63,18
PSY210H1,David O'Neill,Summer,2018,4.1,4.3,4.4,4.1,4.1,4,4.4,2.9,4.2,79,21
PSY321H1,Amanda Sharples,Summer,2018,4.4,4.6,4.3,4.2,4.3,4.3,4.5,3.1,4.4,28,15
PSY201H1,Molly Metz,Summer,2018,4.3,4.7,4.6,4.2,4.1,4.2,4.7,3.6,4.1,167,50
PSY311H1,Tanya Karam-Zanders,Summer,2018,4.4,4.4,4.7,4.4,4.4,4.3,4.7,3.1,4.4,35,22
PSY290H1,Suzanne Groppe,Summer,2018,4.6,4.3,4.7,3.9,3.9,4.3,4.7,3.6,4,34,10
PSY328H1,Will Huggon,Summer,2018,4.4,4.5,4.6,4.1,4,4.2,4.5,3.2,4.1,24,21
PSY424H1,Geoffrey MacDonald,Summer,2018,4.6,4.6,4.9,4.2,4.3,4.4,4.9,3.3,4.4,42,26
PSY333H1,William Ryan,Summer,2018,4.5,4.5,4.8,4.5,4.4,4.5,4.7,3.3,4.5,37,25
PSY100H1,Paul Whissell,Summer,2018,4.3,4.5,4.4,3.8,3.9,4.1,4.5,3.1,4.2,204,90
PSY220H1,V. Fritzley,Summer,2018,4.3,4.5,4.6,4.3,4.4,4.3,4.6,3.1,4.1,127,37
PSY493H1,Jessica Hughes,Summer,2018,3.8,3.7,4.3,3.5,3.9,3.7,4.2,3.8,3.1,31,17
PSY202H1,Maxwell Barranti,Summer,2018,4.1,4.4,4.7,4.1,3.9,4.3,4.8,3,4.2,75,40
PSY396H1,Adeoye Oyefiade,Summer,2018,4.6,4.6,4.4,4.3,4.1,3.9,4.1,3.8,3.7,20,9
PSY396H1,Veronica Yuk,Summer,2018,4.6,4.6,3.6,4.3,4.1,3.9,3.1,3.8,3.7,20,9
PSY424H1,Claire Midgley,Summer,2018,3.9,4.1,3.8,3.9,3.9,3.8,4.5,3.3,3.7,41,16
PSY260H1,Suzanne Groppe,Summer,2018,4.2,4.2,4.7,3.7,3.4,4,4.7,3.1,4,67,26
PSY372H1,Nicholas Diamond,Summer,2017,4.4,4.5,4.6,4.2,4.3,4,4.5,3.8,3.8,35,26
PSY321H1,Amanda Sharples,Summer,2017,3.9,4.1,4.1,3.6,3.6,3.5,3.9,3.7,3.8,33,11
PSY493H1,Eliyas Jeffay,Summer,2017,4.3,4.5,4.6,4,4,4.1,4.8,3.7,3.9,32,24
PSY328H1,Jared Allen,Summer,2017,4.3,4.6,3.9,4,4.1,4.1,4.1,3.3,4.2,35,9
PSY201H1,Amanda Sharples,Summer,2017,3.6,4.2,3.8,4.1,4.2,3.7,3.8,2.9,3.8,144,54
PSY311H1,Hali Kil,Summer,2017,4.1,4.1,4.2,4,3.9,3.6,3.7,3.4,3.3,33,12
PSY329H1,Ashley Waggoner Denton,Summer,2017,4.6,4.8,4.8,4.8,4.6,5,4.8,3.8,5,6,5
PSY323H1,Monica Ghabrial,Summer,2017,4.4,4.8,4.6,4.2,4.2,4.3,4.6,3.3,3.9,43,26
PSY320H1,Claire Midgley,Summer,2017,3.4,3.6,4,3.2,2.8,3.1,3.7,3.3,3.2,30,9
PSY424H1,Geoffrey MacDonald,Summer,2017,4.4,4.5,4.5,4.1,4,4.1,4.6,3.5,4.3,39,19
PSY306Y0,David Haley,Summer,2017,3.6,3.6,3.6,3.4,3.4,3.6,4.2,3.8,3.6,14,5
PSY306Y0,Stuart Kamenetsky,Summer,2017,4.4,4.4,4.8,4.4,4.5,4.7,4.9,4,4.4,29,10
PSY260H1,Daniela Bellicoso,Summer,2017,4.2,4.4,4.3,4,4,4,4.3,3.4,3.9,77,20
PSY220H1,Jason Plaks,Summer,2017,3.8,3.9,3.9,3.2,3.5,3.3,3.8,3.2,3.5,113,30
PSY100H1,Paul Whissell,Summer,2017,4.4,4.5,4.4,4,4.1,4.1,4.4,3.3,4.1,203,107
PSY290H1,Adeoye Oyefiade,Summer,2017,3.9,4.2,3.7,3.3,3.5,3.7,3.8,3,3.5,38,13
PSY202H1,Amanda Sharples,Summer,2017,3.9,4.4,4,4,3.8,3.8,3.7,3.5,3.8,64,22
PSY424H1,Jessica Maxwell,Summer,2017,4.6,4.7,4.8,4.3,4.6,4.7,4.9,3.2,4.8,47,24
PSY270H1,Christine Burton,Summer,2017,4.1,4.7,4.6,4.2,4.1,4.3,4.6,3.4,3.9,71,17
PSY210H1,David O'Neill,Summer,2017,3.7,3.9,3.5,3.8,3.9,3.2,3.5,3.2,3.3,71,25
PSY100H1,Melissa Paquette-Smith,Summer,2017,4.3,4.5,4.7,4.1,4.1,4.4,4.7,3,4.4,136,51
PSY230H1,Victor Swift,Summer,2017,4.7,4.7,4.8,4.2,4.4,4.5,4.8,3.2,4.5,46,18
PSY100H1,Dan Dolderman,Fall,2016,4.4,4.4,4.5,3.6,3.6,4,4.6,3.6,4.1,1265,596
PSY201H1,Ashley Waggoner Denton,Fall,2016,3.4,3.8,3.7,3.3,3.4,3.3,3.7,3.3,3.2,180,74
PSY201H1,Caitlin Burton,Fall,2016,3.1,3.6,3.7,2.9,2.6,2.8,3.8,3.2,2.8,189,85
PSY210H1,David O'Neill,Fall,2016,3.8,4.1,4,4,4.1,3.7,3.8,3,3.8,166,61
PSY220H1,Ashley Waggoner Denton,Fall,2016,4.4,4.5,4.5,4.1,4.1,4.2,4.5,3.3,4.2,159,74
PSY230H1,Dan Dolderman,Fall,2016,4.5,4.5,4.4,4.2,4.2,4.1,4.7,3.1,4.1,172,82
PSY240H1,Caitlin Burton,Fall,2016,3.8,4,3.7,2.8,2.6,3.1,4,3.4,3,141,69
PSY260H1,Suzanne Groppe,Fall,2016,4.5,4.6,4.8,4.4,4.3,4.5,4.7,3.1,4.3,159,55
PSY270H1,Susanne Ferber,Fall,2016,3.7,3.9,3.8,3.3,3.4,3.2,4,3.5,3.2,141,55
PSY280H1,Dirk Bernhardt-Walther,Fall,2016,4,4.1,4.2,4,4,3.8,4,3.5,3.6,104,47
PSY290H1,Junchul Kim,Fall,2016,3.9,4.1,3.8,3.3,3.4,3.2,3.9,3.4,3.3,120,41
PSY307H1,Jonathan Downar,Fall,2016,4.6,4.6,4.2,3.8,3.8,4,4.6,3.8,3.8,44,20
PSY311H1,Stacey Espinet,Fall,2016,3.4,3.9,3.1,3.5,3.6,2.9,3.4,3.5,3,35,14
PSY312H1,John Vervaeke,Fall,2016,4.9,4.6,5,4.3,4.8,4.8,5,3.4,4.3,19,8
PSY313H1,Taryn Grieder,Fall,2016,3.6,3.7,3.9,3.7,3.8,3,3.8,3,3.7,42,18
PSY319H1,Daphna Buchsbaum,Fall,2016,3.9,4,3.9,4,3.9,3.3,3.7,3.9,3.6,9,7
PSY320H1,Caitlin Burton,Fall,2016,4.3,4.3,4.7,3.8,3.7,4.1,4.9,3.2,4,38,19
PSY321H1,Amanda Sharples,Fall,2016,4.1,4.3,4.4,3.7,3.7,3.7,3.9,3.3,3.5,40,22
PSY322H1,Jonathan Cadieux,Fall,2016,4.4,4.6,4.8,4.2,4.4,4.5,4.7,3.1,4.5,40,22
PSY323H1,Noreen Stuckless,Fall,2016,3.9,4.3,3.9,4.1,4,3.8,3.8,3.2,3.8,45,12
PSY326H1,Ashley Waggoner Denton,Fall,2016,3.5,3.6,4,3.3,3.6,3.3,4.3,3.8,3.1,33,21
PSY328H1,Heidi Gordon,Fall,2016,4.4,4.8,4.6,4,4,4.4,4.6,3,4.5,45,25
PSY328H1,Heidi Gordon,Fall,2016,4.4,4.4,4.4,3.9,3.7,4.3,4.4,3.3,4,44,23
PSY329H1,Ashley Waggoner Denton,Fall,2016,4.6,4.5,4.9,4.6,4.6,4.6,4.7,3.2,4.5,12,10
PSY333H1,Meanne Chan,Fall,2016,4.4,4.6,4.7,4.2,4.3,4.1,4.6,3.1,4.4,48,21
PSY336H1,Dan Dolderman,Fall,2016,4.5,4.5,4.6,4.2,4.1,4.3,4.9,3.4,4.2,44,24
PSY339H1,Nicholas Rule,Fall,2016,4.7,4.7,4.6,4.7,4.7,5,4.7,4.1,4.6,10,7
PSY343H1,Tali Boritz,Fall,2016,4.4,4.4,4.4,4,4,4.1,4.4,3.4,4.1,44,20
PSY370H1,John Vervaeke,Fall,2016,4.8,4.6,4.5,4.1,4.1,4.3,4.7,3.3,4.1,43,21
PSY380H1,Dirk Bernhardt-Walther,Fall,2016,3.9,4,3.7,3.8,3.5,3.3,4.2,4.2,2.9,17,10
PSY390H1,Paul Whissell,Fall,2016,4.3,4.4,4.8,4.3,4.3,4.4,4.4,2.7,4.5,44,26
PSY396H1,Suzanne Groppe,Fall,2016,4.5,4.4,4.8,4.3,4.4,4.4,4.8,3.2,4.5,46,22
PSY397H1,Martin Ralph,Fall,2016,3.1,3.3,2.8,2.9,3.1,2.8,3,3,2.5,38,17
PSY399H1,Suzanne Groppe,Fall,2016,4.9,4.8,4.9,4.7,4.8,5,4.9,3.3,5,9,8
PSY409H1,Charles Helwig,Fall,2016,4,3.7,4,3.6,3.9,3.9,4.6,4.4,4,13,7
PSY420H1,Geoffrey MacDonald,Fall,2016,4.6,4.6,4.8,4.6,4.4,4.6,4.8,3,4.7,19,11
PSY420H1,Jonathan Cadieux,Fall,2016,4.5,4.3,4.7,4.2,4.5,4.3,4.5,3.8,4.3,11,6
PSY424H1,Lisa Day,Fall,2016,3.9,4.1,4.3,3.6,3.7,3.9,4.4,3.3,4.2,30,13
PSY424H1,Geoffrey MacDonald,Fall,2016,4.7,4.9,4.9,4.1,4,4.7,5,3.2,4.7,45,24
PSY426H1,Jason Plaks,Fall,2016,4.3,4.3,3.5,2.9,2.4,3.1,3.9,3.5,2.7,21,11
PSY427H1,Romin Tafarodi,Fall,2016,4.8,4.9,4.5,3.9,4.2,4,4.5,3.9,4.5,30,13
PSY435H1,Dan Dolderman,Fall,2016,4.3,4.4,4.3,3.9,4,4.1,4.6,3.5,4.3,42,23
PSY440H1,C Hetherington,Fall,2016,4.4,4.3,4.2,4.1,4.2,3.8,4.3,3.4,4,17,13
PSY470H1,Lynn Hasher,Fall,2016,4.3,4.6,4.7,4.6,4.6,4.4,4.5,3.3,4.5,16,8
PSY471H1,Amy Finn,Fall,2016,4.5,4,4.2,4.5,4.2,3.8,4.3,3.5,3.5,10,6
PSY473H1,William Cunningham,Fall,2016,4.4,4.2,3.8,3.5,3.4,3.5,4.5,3.4,3.6,44,25
PSY475H1,David Chan,Fall,2016,4.6,4.7,4.6,4.5,4.4,4.5,4.7,3.4,4.4,38,28
PSY493H1,Alexander Barnett,Fall,2016,4.4,4.7,4.7,4.5,4.5,4.6,4.8,3.2,4.4,46,27
PSY495H1,Gillian Einstein,Fall,2016,4.9,4.9,4.7,4.7,4.5,4.7,4.9,3.2,4.7,20,13
PSY496H1,Katherine Duncan,Fall,2016,4.7,4.3,4.3,3.9,3.6,4.3,4.6,3.8,4.2,43,20
PSY100H1,Ashley Waggoner Denton,Winter,2017,3.96,4.11,3.96,3.58,3.67,3.61,4.03,3.17,3.77,1173,456
PSY100H1,John Vervaeke,Winter,2017,4.06,4.17,3.97,3.56,3.56,3.66,4.14,3.4,3.76,397,154
PSY202H1,Caitlin Burton,Winter,2017,3.4,4,3.9,3.7,3.4,3.5,4.2,3.4,3.2,136,63
PSY210H1,Amy Finn,Winter,2017,4,4.1,4,3.2,3.3,3.4,4,3.6,3.4,146,58
PSY220H1,Jason Plaks,Winter,2017,4.1,4.2,3.8,3.2,3.6,3.6,3.8,3.3,3.7,151,70
PSY220H1,Ashley Waggoner Denton,Winter,2017,4,4.3,4.3,3.8,3.8,3.7,4.3,3.4,3.7,142,82
PSY220H1,Amanda Sharples,Winter,2017,3.5,3.8,3.4,3.1,3.1,3,3.6,3.1,3.3,150,51
PSY230H1,Jordan Peterson,Winter,2017,4.4,4.2,4.2,3.7,3.7,3.8,4.4,3.7,4,136,54
PSY230H1,Victor Swift,Winter,2017,4.5,4.4,4.1,3.8,3.8,4.2,4.6,3.1,4,63,29
PSY240H1,Caitlin Burton,Winter,2017,4.5,4.7,4.5,4,4,4.2,4.7,3.5,4.1,152,71
PSY260H1,Iska Moxon-Emre,Winter,2017,4.3,4.4,4.4,4.2,4,4.2,4.4,3.1,4.1,163,68
PSY260H1,Suzanne Groppe,Winter,2017,4.3,4.4,4.7,4.2,4,4.2,4.7,3.1,4.1,163,68
PSY270H1,David Chan,Winter,2017,4.4,4.5,4.7,4.1,4.2,4.2,4.8,3.2,4.4,164,118
PSY270H1,David Chan,Winter,2017,4.3,4.4,4.7,4,4,4.2,4.7,3.2,4.2,170,141
PSY280H1,Andrew Abela,Winter,2017,3.9,4.1,4,3.8,3.8,3.6,4,3.3,3.5,133,59
PSY290H1,Suzanne Groppe,Winter,2017,4.3,4.4,4.7,4.2,4.2,4.1,4.7,3.3,4.1,87,51
PSY290H1,Stephanie Tanninen,Winter,2017,4.3,4.4,4.4,4.2,4.2,4.1,4.4,3.3,4.1,87,51
PSY305H1,Elizabeth Page-Gould,Winter,2017,4.3,4.6,4.7,4.4,4.3,4.4,4.6,3.5,4.5,37,15
PSY305H1,Amanda Sharples,Winter,2017,4.3,4.6,3.5,4.4,4.3,4.4,3.6,3.5,4.5,37,15
PSY309H1,Nicholas Rule,Winter,2017,4.6,4.8,4.4,4.9,4.9,4.6,4.7,4.2,4.6,11,9
PSY311H1,Hali Kil,Winter,2017,3.3,3.3,3.2,2.8,2.9,2.7,3.4,3.7,2.7,37,21
PSY312H1,Daphna Buchsbaum,Winter,2017,3.9,4.1,3.9,4,3.9,3.3,4.2,3.5,3.4,32,16
PSY313H1,Taryn Grieder,Winter,2017,4.2,4.2,4.4,4.2,4.3,4.1,4.4,3.2,4.2,38,22
PSY320H1,Caitlin Burton,Winter,2017,4.5,4.6,4.6,4.2,4.1,4.1,4.6,3.1,4.3,35,22
PSY321H1,Amanda Sharples,Winter,2017,4.1,4.5,4.2,3.8,3.6,4.1,4.2,3.3,4,38,16
PSY322H1,Lindsey Cary,Winter,2017,3.9,4.1,4,3.6,3.7,3.5,3.9,3.4,3.6,40,25
PSY322H1,Lindsey Cary,Winter,2017,4.1,4.4,4.1,3.8,3.9,3.5,3.8,3.5,3.7,41,22
PSY323H1,Noreen Stuckless,Winter,2017,3.9,4,3.9,4,4.2,3.6,4.2,3,3.9,41,17
PSY326H1,Claire Midgley,Winter,2017,3.4,3.4,3.3,2.9,3,2.9,3.4,3.5,2.9,42,22
PSY328H1,Will Huggon,Winter,2017,4.7,4.7,4.8,4.3,4.4,4.5,4.8,3.1,4.6,44,31
PSY328H1,Heidi Gordon,Winter,2017,4.2,4.5,4.4,3.7,3.9,4.1,4.3,3.3,4.1,46,25
PSY329H1,Ashley Waggoner Denton,Winter,2017,3.4,4,4.4,3.9,3.6,3.8,4.1,3.4,3.7,12,7
PSY333H1,Nicole Gervais,Winter,2017,3.7,4,4.2,4,4,3.6,4.2,3,3.9,45,26
PSY336H1,Tsasha Awong,Winter,2017,3.2,3.5,3.6,3.2,3.3,3.1,3.9,3.4,3.2,48,32
PSY336H1,Jared Allen,Winter,2017,4.4,4.5,4.9,3.9,4,4.4,4.9,2.6,4.6,44,28
PSY341H1,C Hetherington,Winter,2017,3.5,3.8,3.6,3.7,3.7,3.2,4,3,3.6,46,27
PSY343H1,Tali Boritz,Winter,2017,4.2,4.4,4.2,4.2,4,3.8,4.2,3.7,3.7,34,18
PSY371H1,John Vervaeke,Winter,2017,4.8,4.7,4.6,4.1,4.3,4.6,4.9,3.7,4.3,39,21
PSY372H1,Morgan Barense,Winter,2017,4.5,4.5,4.5,4.1,4,4,4.5,3.2,4.2,43,24
PSY379H1,Tarek Amer,Winter,2017,4.1,4.2,3.9,4,4,4.1,3,3.8,3.7,13,9
PSY379H1,Lynn Hasher,Winter,2017,4.1,4.2,4.4,4,4,4.1,4.3,3.8,3.7,13,9
